,c0,c2,t1,t2,pointlab,point,ymd,tag,ind
6621,0,111000110,2010-01-01,2012-05-02,3.0,270.0,2012-04-01,bdm,0
6621,0,111000110,2012-05-02,2014-04-02,3.0,270.0,2012-04-01,ws,1
13398,5,111000110,2014-04-02,2014-05-02,,282.0,2014-03-05,ws,1
17933,0,111000110,2014-05-02,2016-04-02,3.0,282.0,2014-04-01,ws,1
24680,5,111000110,2016-04-02,2016-05-02,,282.0,2016-03-04,ws,1
31129,0,111000110,2016-05-02,2018-04-02,3.0,282.0,2016-04-01,ws,1
38320,5,111000110,2018-04-02,2018-05-02,,282.0,2018-03-05,ws,1
47755,0,111000110,2018-05-02,2019-09-02,3.0,282.0,2018-04-01,ws,1
55302,5,111000110,2019-09-02,2019-11-02,,288.0,2019-08-19,ws,1
56185,0,111000110,2019-11-02,2020-05-02,3.0,288.0,2019-10-01,ws,1
71881,0,111000110,2020-05-02,2022-05-02,3.0,288.0,2020-04-01,ws,1
96223,0,111000110,2022-05-02,2024-04-02,3.0,288.0,2022-04-01,ws,1
110699,5,111000110,2024-04-02,2024-07-02,,288.0,2024-03-29,ws,1
114254,0,111000110,2024-07-02,2025-06-30,3.0,291.0,2024-06-01,ws,1
6622,0,111000370,2010-01-01,2012-05-02,3.0,75.0,2012-04-01,bdm,0
6622,0,111000370,2012-05-02,2014-05-02,3.0,75.0,2012-04-01,ws,1
17934,0,111000370,2014-05-02,2015-01-02,3.0,75.0,2014-04-01,ws,1
17665,5,111000370,2015-01-02,2016-05-02,,75.0,2014-12-12,ws,1
31130,0,111000370,2016-05-02,2018-04-02,3.0,75.0,2016-04-01,ws,1
38321,5,111000370,2018-04-02,2018-05-02,,75.0,2018-03-05,ws,1
47756,0,111000370,2018-05-02,2019-11-02,3.0,75.0,2018-04-01,ws,1
56186,0,111000370,2019-11-02,2020-05-02,3.0,75.0,2019-10-01,ws,1
71882,0,111000370,2020-05-02,2022-05-02,3.0,75.0,2020-04-01,ws,1
96224,0,111000370,2022-05-02,2024-07-02,3.0,75.0,2022-04-01,ws,1
114255,0,111000370,2024-07-02,2025-06-30,3.0,75.0,2024-06-01,ws,1
6623,0,111000470,2010-01-01,2012-05-02,3.0,130.0,2012-04-01,bdm,0
6623,0,111000470,2012-05-02,2014-05-02,3.0,130.0,2012-04-01,ws,1
17935,0,111000470,2014-05-02,2016-05-02,3.0,130.0,2014-04-01,ws,1
31131,0,111000470,2016-05-02,2018-04-02,3.0,130.0,2016-04-01,ws,1
38322,5,111000470,2018-04-02,2018-05-02,,130.0,2018-03-05,ws,1
47757,0,111000470,2018-05-02,2019-11-02,3.0,130.0,2018-04-01,ws,1
56187,0,111000470,2019-11-02,2020-05-02,3.0,130.0,2019-10-01,ws,1
71883,0,111000470,2020-05-02,2022-05-02,3.0,130.0,2020-04-01,ws,1
96225,0,111000470,2022-05-02,2024-07-02,3.0,130.0,2022-04-01,ws,1
114256,0,111000470,2024-07-02,2025-06-30,3.0,130.0,2024-06-01,ws,1
6624,0,111000570,2010-01-01,2012-05-02,3.0,85.0,2012-04-01,bdm,0
6624,0,111000570,2012-05-02,2014-05-02,3.0,85.0,2012-04-01,ws,1
17936,0,111000570,2014-05-02,2015-01-02,3.0,85.0,2014-04-01,ws,1
17666,5,111000570,2015-01-02,2016-05-02,,85.0,2014-12-12,ws,1
31132,0,111000570,2016-05-02,2018-04-02,3.0,85.0,2016-04-01,ws,1
38323,5,111000570,2018-04-02,2018-05-02,,85.0,2018-03-05,ws,1
47758,0,111000570,2018-05-02,2019-11-02,3.0,85.0,2018-04-01,ws,1
56188,0,111000570,2019-11-02,2020-05-02,3.0,85.0,2019-10-01,ws,1
71884,0,111000570,2020-05-02,2022-05-02,3.0,85.0,2020-04-01,ws,1
96226,0,111000570,2022-05-02,2024-07-02,3.0,85.0,2022-04-01,ws,1
114257,0,111000570,2024-07-02,2025-06-30,3.0,85.0,2024-06-01,ws,1
6625,0,111000670,2010-01-01,2012-05-02,3.0,250.0,2012-04-01,bdm,0
6625,0,111000670,2012-05-02,2014-05-02,3.0,250.0,2012-04-01,ws,1
17937,0,111000670,2014-05-02,2015-01-02,3.0,250.0,2014-04-01,ws,1
17667,5,111000670,2015-01-02,2016-05-02,,250.0,2014-12-12,ws,1
31133,0,111000670,2016-05-02,2018-04-02,3.0,250.0,2016-04-01,ws,1
38324,5,111000670,2018-04-02,2018-05-02,,250.0,2018-03-05,ws,1
47759,0,111000670,2018-05-02,2019-11-02,3.0,250.0,2018-04-01,ws,1
56189,0,111000670,2019-11-02,2020-05-02,3.0,250.0,2019-10-01,ws,1
71885,0,111000670,2020-05-02,2022-05-02,3.0,250.0,2020-04-01,ws,1
96227,0,111000670,2022-05-02,2024-07-02,3.0,250.0,2022-04-01,ws,1
114258,0,111000670,2024-07-02,2025-06-30,3.0,250.0,2024-06-01,ws,1
6626,0,111000770,2010-01-01,2012-05-02,3.0,480.0,2012-04-01,bdm,0
6626,0,111000770,2012-05-02,2014-05-02,3.0,480.0,2012-04-01,ws,1
17938,0,111000770,2014-05-02,2015-01-02,3.0,480.0,2014-04-01,ws,1
17668,5,111000770,2015-01-02,2016-05-02,,480.0,2014-12-12,ws,1
31134,0,111000770,2016-05-02,2018-04-02,3.0,480.0,2016-04-01,ws,1
38325,5,111000770,2018-04-02,2018-05-02,,480.0,2018-03-05,ws,1
47760,0,111000770,2018-05-02,2019-11-02,3.0,480.0,2018-04-01,ws,1
56190,0,111000770,2019-11-02,2020-05-02,3.0,480.0,2019-10-01,ws,1
71886,0,111000770,2020-05-02,2022-05-02,3.0,480.0,2020-04-01,ws,1
96228,0,111000770,2022-05-02,2024-07-02,3.0,480.0,2022-04-01,ws,1
114259,0,111000770,2024-07-02,2025-06-30,3.0,480.0,2024-06-01,ws,1
6627,0,111000870,2010-01-01,2012-05-02,3.0,230.0,2012-04-01,bdm,0
6627,0,111000870,2012-05-02,2014-05-02,3.0,230.0,2012-04-01,ws,1
17939,0,111000870,2014-05-02,2015-01-02,3.0,230.0,2014-04-01,ws,1
17669,5,111000870,2015-01-02,2016-05-02,,230.0,2014-12-12,ws,1
31135,0,111000870,2016-05-02,2018-04-02,3.0,230.0,2016-04-01,ws,1
38326,5,111000870,2018-04-02,2018-05-02,,230.0,2018-03-05,ws,1
47761,0,111000870,2018-05-02,2019-11-02,3.0,230.0,2018-04-01,ws,1
56191,0,111000870,2019-11-02,2020-05-02,3.0,230.0,2019-10-01,ws,1
71887,0,111000870,2020-05-02,2022-05-02,3.0,230.0,2020-04-01,ws,1
96229,0,111000870,2022-05-02,2024-07-02,3.0,230.0,2022-04-01,ws,1
114260,0,111000870,2024-07-02,2025-06-30,3.0,230.0,2024-06-01,ws,1
6628,0,111010770,2010-01-01,2012-05-02,3.0,230.0,2012-04-01,bdm,0
6628,0,111010770,2012-05-02,2014-05-02,3.0,230.0,2012-04-01,ws,1
17940,0,111010770,2014-05-02,2016-04-02,3.0,230.0,2014-04-01,ws,1
27856,5,111010770,2016-04-02,2016-05-02,,230.0,2016-03-18,ws,1
31136,0,111010770,2016-05-02,2018-04-02,3.0,230.0,2016-04-01,ws,1
38327,5,111010770,2018-04-02,2018-05-02,,230.0,2018-03-05,ws,1
47762,0,111010770,2018-05-02,2019-11-02,3.0,230.0,2018-04-01,ws,1
56192,0,111010770,2019-11-02,2020-04-02,3.0,230.0,2019-10-01,ws,1
67145,5,111010770,2020-04-02,2020-05-02,,230.0,2020-03-23,ws,1
71888,0,111010770,2020-05-02,2022-05-02,3.0,230.0,2020-04-01,ws,1
96230,0,111010770,2022-05-02,2024-07-02,3.0,230.0,2022-04-01,ws,1
114261,0,111010770,2024-07-02,2025-06-30,3.0,230.0,2024-06-01,ws,1
6629,0,111011570,2010-01-01,2012-05-02,3.0,200.0,2012-04-01,bdm,0
5513,5,111011570,2012-05-02,2014-05-02,,200.0,2012-04-20,ws,1
17941,0,111011570,2014-05-02,2015-01-02,3.0,200.0,2014-04-01,ws,1
17670,5,111011570,2015-01-02,2016-05-02,,200.0,2014-12-12,ws,1
31137,0,111011570,2016-05-02,2018-04-02,3.0,200.0,2016-04-01,ws,1
38328,5,111011570,2018-04-02,2018-05-02,,200.0,2018-03-05,ws,1
47763,0,111011570,2018-05-02,2019-11-02,3.0,200.0,2018-04-01,ws,1
56193,0,111011570,2019-11-02,2020-05-02,3.0,200.0,2019-10-01,ws,1
71889,0,111011570,2020-05-02,2022-05-02,3.0,200.0,2020-04-01,ws,1
96231,0,111011570,2022-05-02,2024-07-02,3.0,200.0,2022-04-01,ws,1
114262,0,111011570,2024-07-02,2025-06-30,3.0,200.0,2024-06-01,ws,1
6630,0,111011670,2010-01-01,2012-05-02,3.0,365.0,2012-04-01,bdm,0
6630,0,111011670,2012-05-02,2014-05-02,3.0,365.0,2012-04-01,ws,1
17942,0,111011670,2014-05-02,2015-01-02,3.0,365.0,2014-04-01,ws,1
17671,5,111011670,2015-01-02,2016-05-02,,365.0,2014-12-12,ws,1
31138,0,111011670,2016-05-02,2018-04-02,3.0,365.0,2016-04-01,ws,1
38329,5,111011670,2018-04-02,2018-05-02,,365.0,2018-03-05,ws,1
47764,0,111011670,2018-05-02,2019-11-02,3.0,365.0,2018-04-01,ws,1
56194,0,111011670,2019-11-02,2020-05-02,3.0,365.0,2019-10-01,ws,1
71890,0,111011670,2020-05-02,2022-05-02,3.0,365.0,2020-04-01,ws,1
96232,0,111011670,2022-05-02,2024-07-02,3.0,365.0,2022-04-01,ws,1
114263,0,111011670,2024-07-02,2025-06-30,3.0,365.0,2024-06-01,ws,1
6631,0,111011770,2010-01-01,2012-05-02,3.0,695.0,2012-04-01,bdm,0
6631,0,111011770,2012-05-02,2014-05-02,3.0,695.0,2012-04-01,ws,1
17943,0,111011770,2014-05-02,2015-01-02,3.0,695.0,2014-04-01,ws,1
17672,5,111011770,2015-01-02,2016-05-02,,695.0,2014-12-12,ws,1
31139,0,111011770,2016-05-02,2018-04-02,3.0,695.0,2016-04-01,ws,1
38330,5,111011770,2018-04-02,2018-05-02,,695.0,2018-03-05,ws,1
47765,0,111011770,2018-05-02,2019-11-02,3.0,695.0,2018-04-01,ws,1
56195,0,111011770,2019-11-02,2020-05-02,3.0,695.0,2019-10-01,ws,1
71891,0,111011770,2020-05-02,2022-05-02,3.0,695.0,2020-04-01,ws,1
96233,0,111011770,2022-05-02,2024-07-02,3.0,695.0,2022-04-01,ws,1
114264,0,111011770,2024-07-02,2025-06-30,3.0,695.0,2024-06-01,ws,1
6632,0,111011810,2010-01-01,2012-05-02,3.0,135.0,2012-04-01,bdm,0
6632,0,111011810,2012-05-02,2014-04-02,3.0,135.0,2012-04-01,ws,1
13399,5,111011810,2014-04-02,2014-05-02,,141.0,2014-03-05,ws,1
17944,0,111011810,2014-05-02,2015-01-02,3.0,141.0,2014-04-01,ws,1
17673,5,111011810,2015-01-02,2016-04-02,,141.0,2014-12-12,ws,1
24681,5,111011810,2016-04-02,2016-05-02,,141.0,2016-03-04,ws,1
31140,0,111011810,2016-05-02,2018-04-02,3.0,141.0,2016-04-01,ws,1
38331,5,111011810,2018-04-02,2018-05-02,,141.0,2018-03-05,ws,1
47766,0,111011810,2018-05-02,2019-09-02,3.0,141.0,2018-04-01,ws,1
55303,5,111011810,2019-09-02,2019-11-02,,144.0,2019-08-19,ws,1
56196,0,111011810,2019-11-02,2020-05-02,3.0,144.0,2019-10-01,ws,1
71892,0,111011810,2020-05-02,2022-05-02,3.0,144.0,2020-04-01,ws,1
96234,0,111011810,2022-05-02,2024-04-02,3.0,144.0,2022-04-01,ws,1
110700,5,111011810,2024-04-02,2024-07-02,,144.0,2024-03-29,ws,1
114265,0,111011810,2024-07-02,2025-06-30,3.0,146.0,2024-06-01,ws,1
6633,0,111011970,2010-01-01,2012-05-02,3.0,200.0,2012-04-01,bdm,0
6633,0,111011970,2012-05-02,2014-05-02,3.0,200.0,2012-04-01,ws,1
17945,0,111011970,2014-05-02,2015-01-02,3.0,200.0,2014-04-01,ws,1
17674,5,111011970,2015-01-02,2016-05-02,,200.0,2014-12-12,ws,1
31141,0,111011970,2016-05-02,2018-04-02,3.0,200.0,2016-04-01,ws,1
38332,5,111011970,2018-04-02,2018-05-02,,200.0,2018-03-05,ws,1
47767,0,111011970,2018-05-02,2019-11-02,3.0,200.0,2018-04-01,ws,1
56197,0,111011970,2019-11-02,2020-05-02,3.0,200.0,2019-10-01,ws,1
71893,0,111011970,2020-05-02,2022-05-02,3.0,200.0,2020-04-01,ws,1
96235,0,111011970,2022-05-02,2024-07-02,3.0,200.0,2022-04-01,ws,1
114266,0,111011970,2024-07-02,2025-06-30,3.0,200.0,2024-06-01,ws,1
6634,0,111012070,2010-01-01,2012-05-02,3.0,365.0,2012-04-01,bdm,0
6634,0,111012070,2012-05-02,2014-05-02,3.0,365.0,2012-04-01,ws,1
17946,0,111012070,2014-05-02,2015-01-02,3.0,365.0,2014-04-01,ws,1
17675,5,111012070,2015-01-02,2016-05-02,,365.0,2014-12-12,ws,1
31142,0,111012070,2016-05-02,2018-04-02,3.0,365.0,2016-04-01,ws,1
38333,5,111012070,2018-04-02,2018-05-02,,365.0,2018-03-05,ws,1
47768,0,111012070,2018-05-02,2019-11-02,3.0,365.0,2018-04-01,ws,1
56198,0,111012070,2019-11-02,2020-05-02,3.0,365.0,2019-10-01,ws,1
71894,0,111012070,2020-05-02,2022-05-02,3.0,365.0,2020-04-01,ws,1
96236,0,111012070,2022-05-02,2024-07-02,3.0,365.0,2022-04-01,ws,1
114267,0,111012070,2024-07-02,2025-06-30,3.0,365.0,2024-06-01,ws,1
6635,0,111012170,2010-01-01,2012-05-02,3.0,695.0,2012-04-01,bdm,0
6635,0,111012170,2012-05-02,2014-05-02,3.0,695.0,2012-04-01,ws,1
17947,0,111012170,2014-05-02,2015-01-02,3.0,695.0,2014-04-01,ws,1
17676,5,111012170,2015-01-02,2016-05-02,,695.0,2014-12-12,ws,1
31143,0,111012170,2016-05-02,2018-04-02,3.0,695.0,2016-04-01,ws,1
38334,5,111012170,2018-04-02,2018-05-02,,695.0,2018-03-05,ws,1
47769,0,111012170,2018-05-02,2019-11-02,3.0,695.0,2018-04-01,ws,1
56199,0,111012170,2019-11-02,2020-05-02,3.0,695.0,2019-10-01,ws,1
71895,0,111012170,2020-05-02,2022-05-02,3.0,695.0,2020-04-01,ws,1
96237,0,111012170,2022-05-02,2024-07-02,3.0,695.0,2022-04-01,ws,1
114268,0,111012170,2024-07-02,2025-06-30,3.0,695.0,2024-06-01,ws,1
6636,0,111012270,2010-01-01,2012-05-02,3.0,345.0,2012-04-01,bdm,0
6636,0,111012270,2012-05-02,2014-05-02,3.0,345.0,2012-04-01,ws,1
17948,0,111012270,2014-05-02,2015-01-02,3.0,345.0,2014-04-01,ws,1
17677,5,111012270,2015-01-02,2016-05-02,,345.0,2014-12-12,ws,1
31144,0,111012270,2016-05-02,2018-04-02,3.0,345.0,2016-04-01,ws,1
38335,5,111012270,2018-04-02,2018-05-02,,345.0,2018-03-05,ws,1
47770,0,111012270,2018-05-02,2019-11-02,3.0,345.0,2018-04-01,ws,1
56200,0,111012270,2019-11-02,2020-05-02,3.0,345.0,2019-10-01,ws,1
71896,0,111012270,2020-05-02,2022-05-02,3.0,345.0,2020-04-01,ws,1
96238,0,111012270,2022-05-02,2024-07-02,3.0,345.0,2022-04-01,ws,1
114269,0,111012270,2024-07-02,2025-06-30,3.0,345.0,2024-06-01,ws,1
6637,0,111012470,2010-01-01,2012-05-02,3.0,50.0,2012-04-01,bdm,0
6637,0,111012470,2012-05-02,2014-05-02,3.0,50.0,2012-04-01,ws,1
17949,0,111012470,2014-05-02,2015-01-02,3.0,50.0,2014-04-01,ws,1
17678,5,111012470,2015-01-02,2016-04-02,,50.0,2014-12-12,ws,1
27857,5,111012470,2016-04-02,2016-05-02,,50.0,2016-03-18,ws,1
31145,0,111012470,2016-05-02,2018-04-02,3.0,50.0,2016-04-01,ws,1
38336,5,111012470,2018-04-02,2018-05-02,,50.0,2018-03-05,ws,1
47771,0,111012470,2018-05-02,2019-11-02,3.0,50.0,2018-04-01,ws,1
56201,0,111012470,2019-11-02,2020-05-02,3.0,50.0,2019-10-01,ws,1
71897,0,111012470,2020-05-02,2022-05-02,3.0,50.0,2020-04-01,ws,1
96239,0,111012470,2022-05-02,2024-07-02,3.0,50.0,2022-04-01,ws,1
114270,0,111012470,2024-07-02,2025-06-30,3.0,50.0,2024-06-01,ws,1
6532,3,111012510,2010-01-01,2013-04-02,3.0,200.0,2013-03-11,bsl,0
6538,5,111012510,2013-04-02,2013-05-02,,200.0,2013-03-22,ws,1
6638,0,111012510,2013-05-02,2014-04-02,3.0,200.0,2013-04-01,ws,1
13400,5,111012510,2014-04-02,2014-05-02,,209.0,2014-03-05,ws,1
17950,0,111012510,2014-05-02,2016-04-02,3.0,209.0,2014-04-01,ws,1
24682,5,111012510,2016-04-02,2016-05-02,,209.0,2016-03-04,ws,1
31146,0,111012510,2016-05-02,2018-04-02,3.0,209.0,2016-04-01,ws,1
38337,5,111012510,2018-04-02,2018-05-02,,209.0,2018-03-05,ws,1
47772,0,111012510,2018-05-02,2019-09-02,3.0,209.0,2018-04-01,ws,1
55304,5,111012510,2019-09-02,2019-11-02,,214.0,2019-08-19,ws,1
56202,0,111012510,2019-11-02,2020-05-02,3.0,214.0,2019-10-01,ws,1
71898,0,111012510,2020-05-02,2022-05-02,3.0,214.0,2020-04-01,ws,1
96240,0,111012510,2022-05-02,2024-04-02,3.0,214.0,2022-04-01,ws,1
110701,5,111012510,2024-04-02,2024-07-02,,214.0,2024-03-29,ws,1
114271,0,111012510,2024-07-02,2025-06-30,3.0,216.0,2024-06-01,ws,1
6533,3,111012610,2010-01-01,2013-04-02,3.0,100.0,2013-03-11,bsl,0
6539,5,111012610,2013-04-02,2013-05-02,,100.0,2013-03-22,ws,1
6639,0,111012610,2013-05-02,2014-04-02,3.0,100.0,2013-04-01,ws,1
13401,5,111012610,2014-04-02,2014-05-02,,104.0,2014-03-05,ws,1
17951,0,111012610,2014-05-02,2015-01-02,3.0,104.0,2014-04-01,ws,1
17679,5,111012610,2015-01-02,2016-04-02,,104.0,2014-12-12,ws,1
24683,5,111012610,2016-04-02,2016-05-02,,104.0,2016-03-04,ws,1
31147,0,111012610,2016-05-02,2018-04-02,3.0,104.0,2016-04-01,ws,1
38338,5,111012610,2018-04-02,2018-05-02,,104.0,2018-03-05,ws,1
47773,0,111012610,2018-05-02,2019-09-02,3.0,104.0,2018-04-01,ws,1
55305,5,111012610,2019-09-02,2019-11-02,,107.0,2019-08-19,ws,1
56203,0,111012610,2019-11-02,2020-05-02,3.0,107.0,2019-10-01,ws,1
71899,0,111012610,2020-05-02,2022-05-02,3.0,107.0,2020-04-01,ws,1
96241,0,111012610,2022-05-02,2024-04-02,3.0,107.0,2022-04-01,ws,1
110702,5,111012610,2024-04-02,2024-07-02,,107.0,2024-03-29,ws,1
114272,0,111012610,2024-07-02,2025-06-30,3.0,108.0,2024-06-01,ws,1
17680,3,111012710,2010-01-01,2015-01-02,3.0,209.0,2014-12-12,bsl,0
17680,3,111012710,2015-01-02,2015-02-02,3.0,209.0,2014-12-12,ws,1
17952,0,111012710,2015-02-02,2016-04-02,3.0,209.0,2015-01-01,ws,1
24684,5,111012710,2016-04-02,2016-05-02,,209.0,2016-03-04,ws,1
31148,0,111012710,2016-05-02,2018-04-02,3.0,209.0,2016-04-01,ws,1
38339,5,111012710,2018-04-02,2018-05-02,,209.0,2018-03-05,ws,1
47774,0,111012710,2018-05-02,2019-09-02,3.0,209.0,2018-04-01,ws,1
55306,5,111012710,2019-09-02,2019-11-02,,214.0,2019-08-19,ws,1
56204,0,111012710,2019-11-02,2020-05-02,3.0,214.0,2019-10-01,ws,1
71900,0,111012710,2020-05-02,2022-05-02,3.0,214.0,2020-04-01,ws,1
96242,0,111012710,2022-05-02,2024-04-02,3.0,214.0,2022-04-01,ws,1
110703,5,111012710,2024-04-02,2024-07-02,,214.0,2024-03-29,ws,1
114273,0,111012710,2024-07-02,2025-06-30,3.0,216.0,2024-06-01,ws,1
24685,3,111012810,2010-01-01,2016-04-02,3.0,104.0,2016-03-04,bsl,0
24685,3,111012810,2016-04-02,2016-05-02,3.0,104.0,2016-03-04,ws,1
31149,0,111012810,2016-05-02,2018-04-02,3.0,104.0,2016-04-01,ws,1
38340,5,111012810,2018-04-02,2018-05-02,,104.0,2018-03-05,ws,1
47775,0,111012810,2018-05-02,2019-09-02,3.0,104.0,2018-04-01,ws,1
55307,5,111012810,2019-09-02,2019-11-02,,107.0,2019-08-19,ws,1
56205,0,111012810,2019-11-02,2020-05-02,3.0,107.0,2019-10-01,ws,1
71901,0,111012810,2020-05-02,2022-05-02,3.0,107.0,2020-04-01,ws,1
96243,0,111012810,2022-05-02,2024-04-02,3.0,107.0,2022-04-01,ws,1
110704,5,111012810,2024-04-02,2024-07-02,,107.0,2024-03-29,ws,1
114274,0,111012810,2024-07-02,2025-06-30,3.0,108.0,2024-06-01,ws,1
38341,3,111012970,2010-01-01,2018-04-02,3.0,200.0,2018-03-05,bsl,0
38341,3,111012970,2018-04-02,2019-02-02,3.0,200.0,2018-03-05,ws,1
47509,9,111012970,2019-02-02,2025-06-30,,200.0,2019-01-01,aes,2
38342,3,111013070,2010-01-01,2018-04-02,3.0,365.0,2018-03-05,bsl,0
38342,3,111013070,2018-04-02,2019-02-02,3.0,365.0,2018-03-05,ws,1
47510,9,111013070,2019-02-02,2025-06-30,,365.0,2019-01-01,aes,2
38343,3,111013170,2010-01-01,2018-04-02,3.0,695.0,2018-03-05,bsl,0
38343,3,111013170,2018-04-02,2019-02-02,3.0,695.0,2018-03-05,ws,1
47511,9,111013170,2019-02-02,2025-06-30,,695.0,2019-01-01,aes,2
38344,3,111013270,2010-01-01,2018-04-02,3.0,345.0,2018-03-05,bsl,0
38344,3,111013270,2018-04-02,2019-02-02,3.0,345.0,2018-03-05,ws,1
47512,9,111013270,2019-02-02,2025-06-30,,345.0,2019-01-01,aes,2
38345,3,111013370,2010-01-01,2018-04-02,3.0,75.0,2018-03-05,bsl,0
38345,3,111013370,2018-04-02,2019-02-02,3.0,75.0,2018-03-05,ws,1
47513,9,111013370,2019-02-02,2025-06-30,,75.0,2019-01-01,aes,2
38346,3,111013470,2010-01-01,2018-04-02,3.0,200.0,2018-03-05,bsl,0
38346,3,111013470,2018-04-02,2019-02-02,3.0,200.0,2018-03-05,ws,1
47514,9,111013470,2019-02-02,2025-06-30,,200.0,2019-01-01,aes,2
38347,3,111013570,2010-01-01,2018-04-02,3.0,365.0,2018-03-05,bsl,0
38347,3,111013570,2018-04-02,2019-02-02,3.0,365.0,2018-03-05,ws,1
47515,9,111013570,2019-02-02,2025-06-30,,365.0,2019-01-01,aes,2
38348,3,111013670,2010-01-01,2018-04-02,3.0,695.0,2018-03-05,bsl,0
38348,3,111013670,2018-04-02,2019-02-02,3.0,695.0,2018-03-05,ws,1
47516,9,111013670,2019-02-02,2025-06-30,,695.0,2019-01-01,aes,2
38349,3,111013770,2010-01-01,2018-04-02,3.0,80.0,2018-03-05,bsl,0
46448,5,111013770,2018-04-02,2018-05-02,,80.0,2018-03-29,ws,1
47776,0,111013770,2018-05-02,2019-11-02,3.0,80.0,2018-04-01,ws,1
56206,0,111013770,2019-11-02,2020-05-02,3.0,80.0,2019-10-01,ws,1
71902,0,111013770,2020-05-02,2022-05-02,3.0,80.0,2020-04-01,ws,1
96244,0,111013770,2022-05-02,2024-07-02,3.0,80.0,2022-04-01,ws,1
113414,5,111013770,2024-07-02,2025-06-30,,80.0,2024-06-28,ws,1
70284,3,111013850,2010-01-01,2020-05-02,3.0,214.0,2020-04-01,bsl,0
71903,0,111013850,2020-05-02,2023-06-02,3.0,214.0,2020-04-01,ws,1
93855,9,111013850,2023-06-02,2023-07-02,,214.0,2023-05-08,aes,2
94800,9,111013850,2023-07-02,2025-06-30,,214.0,2023-06-01,aes,2
71484,3,111013970,2010-01-01,2021-01-02,3.0,100.0,2020-12-15,bsl,0
71488,5,111013970,2021-01-02,2021-11-02,,100.0,2020-12-15,ws,1
71904,0,111013970,2021-11-02,2022-05-02,3.0,50.0,2021-10-01,ws,1
90447,9,111013970,2022-05-02,2025-06-30,,50.0,2022-04-01,aes,2
71670,3,111014070,2010-01-01,2021-05-02,3.0,5.0,2021-04-01,bsl,0
71670,3,111014070,2021-05-02,2021-11-02,3.0,5.0,2021-04-01,ws,1
71794,9,111014070,2021-11-02,2025-06-30,,5.0,2021-10-01,aes,2
71750,3,111014170,2010-01-01,2021-09-02,3.0,250.0,2021-08-16,bsl,0
71905,0,111014170,2021-09-02,2023-06-02,3.0,250.0,2021-08-16,ws,1
93856,9,111014170,2023-06-02,2023-07-02,,250.0,2023-05-08,aes,2
94801,9,111014170,2023-07-02,2025-06-30,,250.0,2023-06-01,aes,2
80618,3,111014210,2010-01-01,2022-05-02,3.0,251.0,2022-04-01,bsl,0
96245,0,111014210,2022-05-02,2024-04-02,3.0,251.0,2022-04-01,ws,1
110705,5,111014210,2024-04-02,2024-07-02,,251.0,2024-03-29,ws,1
114276,0,111014210,2024-07-02,2025-06-30,3.0,253.0,2024-06-01,ws,1
80619,3,111014310,2010-01-01,2022-05-02,3.0,186.0,2022-04-01,bsl,0
96246,0,111014310,2022-05-02,2024-04-02,3.0,186.0,2022-04-01,ws,1
110706,5,111014310,2024-04-02,2024-07-02,,186.0,2024-03-29,ws,1
114277,0,111014310,2024-07-02,2025-06-30,3.0,188.0,2024-06-01,ws,1
80620,3,111014410,2010-01-01,2022-05-02,3.0,186.0,2022-04-01,bsl,0
96247,0,111014410,2022-05-02,2024-04-02,3.0,186.0,2022-04-01,ws,1
110707,5,111014410,2024-04-02,2024-07-02,,186.0,2024-03-29,ws,1
114278,0,111014410,2024-07-02,2025-06-30,3.0,188.0,2024-06-01,ws,1
80621,3,111014510,2010-01-01,2022-05-02,3.0,125.0,2022-04-01,bsl,0
96248,0,111014510,2022-05-02,2024-04-02,3.0,125.0,2022-04-01,ws,1
110708,5,111014510,2024-04-02,2024-07-02,,125.0,2024-03-29,ws,1
114279,0,111014510,2024-07-02,2025-06-30,3.0,127.0,2024-06-01,ws,1
80622,3,111014610,2010-01-01,2022-05-02,3.0,93.0,2022-04-01,bsl,0
96249,0,111014610,2022-05-02,2024-04-02,3.0,93.0,2022-04-01,ws,1
110709,5,111014610,2024-04-02,2024-07-02,,93.0,2024-03-29,ws,1
114280,0,111014610,2024-07-02,2025-06-30,3.0,94.0,2024-06-01,ws,1
80623,3,111014710,2010-01-01,2022-05-02,3.0,93.0,2022-04-01,bsl,0
96250,0,111014710,2022-05-02,2024-04-02,3.0,93.0,2022-04-01,ws,1
110710,5,111014710,2024-04-02,2024-07-02,,93.0,2024-03-29,ws,1
114281,0,111014710,2024-07-02,2025-06-30,3.0,94.0,2024-06-01,ws,1
80624,3,111014870,2010-01-01,2022-05-02,3.0,6.0,2022-04-01,bsl,0
96251,0,111014870,2022-05-02,2024-07-02,3.0,6.0,2022-04-01,ws,1
114282,0,111014870,2024-07-02,2025-06-30,3.0,6.0,2024-06-01,ws,1
80625,3,111014970,2010-01-01,2022-05-02,3.0,3.0,2022-04-01,bsl,0
96252,0,111014970,2022-05-02,2024-07-02,3.0,3.0,2022-04-01,ws,1
114283,0,111014970,2024-07-02,2025-06-30,3.0,3.0,2024-06-01,ws,1
80626,3,111015070,2010-01-01,2022-05-02,3.0,1.0,2022-04-01,bsl,0
96253,0,111015070,2022-05-02,2024-07-02,3.0,1.0,2022-04-01,ws,1
114284,0,111015070,2024-07-02,2025-06-30,3.0,1.0,2024-06-01,ws,1
