,c0,c2,t1,t2,pointlab,point,ymd,tag,ind
21426,0,150352210,2014-05-02,2016-04-02,3.0,21710.0,2014-04-01,ws,1
30175,5,150352210,2016-04-02,2016-05-02,,21710.0,2016-03-18,ws,1
34681,0,150352210,2016-05-02,2018-04-02,3.0,21710.0,2016-04-01,ws,1
45812,5,150352210,2018-04-02,2018-05-02,,23420.0,2018-03-20,ws,1
51328,0,150352210,2018-05-02,2019-11-02,3.0,23420.0,2018-04-01,ws,1
59758,0,150352210,2019-11-02,2020-04-02,3.0,23420.0,2019-10-01,ws,1
69412,5,150352210,2020-04-02,2020-05-02,,23420.0,2020-03-23,ws,1
75565,0,150352210,2020-05-02,2022-05-02,3.0,23420.0,2020-04-01,ws,1
100081,0,150352210,2022-05-02,2024-07-02,3.0,23420.0,2022-04-01,ws,1
118451,0,150352210,2024-07-02,2025-06-30,3.0,23420.0,2024-06-01,ws,1
2359,3,150352310,2010-01-01,2012-04-02,3.0,17090.0,2012-03-05,bsl,0
2359,3,150352310,2012-04-02,2012-05-02,3.0,17090.0,2012-03-05,ws,1
10042,0,150352310,2012-05-02,2014-04-02,3.0,17090.0,2012-04-01,ws,1
13944,5,150352310,2014-04-02,2014-05-02,,17090.0,2014-03-05,ws,1
21427,0,150352310,2014-05-02,2016-04-02,3.0,17090.0,2014-04-01,ws,1
30176,5,150352310,2016-04-02,2016-05-02,,18800.0,2016-03-18,ws,1
34682,0,150352310,2016-05-02,2018-04-02,3.0,18800.0,2016-04-01,ws,1
45813,5,150352310,2018-04-02,2018-05-02,,18800.0,2018-03-20,ws,1
51329,0,150352310,2018-05-02,2019-11-02,3.0,18800.0,2018-04-01,ws,1
59759,0,150352310,2019-11-02,2020-04-02,3.0,18800.0,2019-10-01,ws,1
69413,5,150352310,2020-04-02,2020-05-02,,18800.0,2020-03-23,ws,1
75566,0,150352310,2020-05-02,2022-05-02,3.0,18800.0,2020-04-01,ws,1
100082,0,150352310,2022-05-02,2024-07-02,3.0,18800.0,2022-04-01,ws,1
118452,0,150352310,2024-07-02,2025-06-30,3.0,18800.0,2024-06-01,ws,1
2360,3,150352410,2010-01-01,2012-04-02,3.0,17090.0,2012-03-05,bsl,0
2360,3,150352410,2012-04-02,2012-05-02,3.0,17090.0,2012-03-05,ws,1
10043,0,150352410,2012-05-02,2014-04-02,3.0,17090.0,2012-04-01,ws,1
13945,5,150352410,2014-04-02,2014-05-02,,17090.0,2014-03-05,ws,1
21428,0,150352410,2014-05-02,2016-04-02,3.0,17090.0,2014-04-01,ws,1
30177,5,150352410,2016-04-02,2016-05-02,,18800.0,2016-03-18,ws,1
34683,0,150352410,2016-05-02,2018-04-02,3.0,18800.0,2016-04-01,ws,1
45814,5,150352410,2018-04-02,2018-05-02,,18800.0,2018-03-20,ws,1
51330,0,150352410,2018-05-02,2019-11-02,3.0,18800.0,2018-04-01,ws,1
59760,0,150352410,2019-11-02,2020-04-02,3.0,18800.0,2019-10-01,ws,1
69414,5,150352410,2020-04-02,2020-05-02,,18800.0,2020-03-23,ws,1
75567,0,150352410,2020-05-02,2022-05-02,3.0,18800.0,2020-04-01,ws,1
100083,0,150352410,2022-05-02,2024-07-02,3.0,18800.0,2022-04-01,ws,1
118453,0,150352410,2024-07-02,2025-06-30,3.0,18800.0,2024-06-01,ws,1
2361,3,150352510,2010-01-01,2012-04-02,3.0,10940.0,2012-03-05,bsl,0
2361,3,150352510,2012-04-02,2012-05-02,3.0,10940.0,2012-03-05,ws,1
10044,0,150352510,2012-05-02,2014-04-02,3.0,10940.0,2012-04-01,ws,1
13946,5,150352510,2014-04-02,2014-05-02,,10940.0,2014-03-05,ws,1
21429,0,150352510,2014-05-02,2016-04-02,3.0,10940.0,2014-04-01,ws,1
30178,5,150352510,2016-04-02,2016-05-02,,10940.0,2016-03-18,ws,1
34684,0,150352510,2016-05-02,2018-04-02,3.0,10940.0,2016-04-01,ws,1
45815,5,150352510,2018-04-02,2018-05-02,,13120.0,2018-03-20,ws,1
51331,0,150352510,2018-05-02,2019-11-02,3.0,13120.0,2018-04-01,ws,1
59761,0,150352510,2019-11-02,2020-04-02,3.0,13120.0,2019-10-01,ws,1
69415,5,150352510,2020-04-02,2020-05-02,,13120.0,2020-03-23,ws,1
75568,0,150352510,2020-05-02,2022-05-02,3.0,13120.0,2020-04-01,ws,1
100084,0,150352510,2022-05-02,2024-07-02,3.0,13120.0,2022-04-01,ws,1
118454,0,150352510,2024-07-02,2025-06-30,3.0,13120.0,2024-06-01,ws,1
2362,3,150352610,2010-01-01,2012-04-02,3.0,10940.0,2012-03-05,bsl,0
2362,3,150352610,2012-04-02,2012-05-02,3.0,10940.0,2012-03-05,ws,1
10045,0,150352610,2012-05-02,2014-04-02,3.0,10940.0,2012-04-01,ws,1
13947,5,150352610,2014-04-02,2014-05-02,,10940.0,2014-03-05,ws,1
21430,0,150352610,2014-05-02,2016-04-02,3.0,10940.0,2014-04-01,ws,1
30179,5,150352610,2016-04-02,2016-05-02,,10940.0,2016-03-18,ws,1
34685,0,150352610,2016-05-02,2018-04-02,3.0,10940.0,2016-04-01,ws,1
45816,5,150352610,2018-04-02,2018-05-02,,13120.0,2018-03-20,ws,1
51332,0,150352610,2018-05-02,2019-11-02,3.0,13120.0,2018-04-01,ws,1
59762,0,150352610,2019-11-02,2020-04-02,3.0,13120.0,2019-10-01,ws,1
69416,5,150352610,2020-04-02,2020-05-02,,13120.0,2020-03-23,ws,1
75569,0,150352610,2020-05-02,2022-05-02,3.0,13120.0,2020-04-01,ws,1
100085,0,150352610,2022-05-02,2024-07-02,3.0,13120.0,2022-04-01,ws,1
118455,0,150352610,2024-07-02,2025-06-30,3.0,13120.0,2024-06-01,ws,1
2363,3,150352710,2010-01-01,2012-04-02,3.0,10940.0,2012-03-05,bsl,0
2363,3,150352710,2012-04-02,2012-05-02,3.0,10940.0,2012-03-05,ws,1
10046,0,150352710,2012-05-02,2014-04-02,3.0,10940.0,2012-04-01,ws,1
13948,5,150352710,2014-04-02,2014-05-02,,10940.0,2014-03-05,ws,1
21431,0,150352710,2014-05-02,2016-04-02,3.0,10940.0,2014-04-01,ws,1
30180,5,150352710,2016-04-02,2016-05-02,,10940.0,2016-03-18,ws,1
34686,0,150352710,2016-05-02,2018-04-02,3.0,10940.0,2016-04-01,ws,1
45817,5,150352710,2018-04-02,2018-05-02,,13120.0,2018-03-20,ws,1
51333,0,150352710,2018-05-02,2019-11-02,3.0,13120.0,2018-04-01,ws,1
59763,0,150352710,2019-11-02,2020-04-02,3.0,13120.0,2019-10-01,ws,1
69417,5,150352710,2020-04-02,2020-05-02,,13120.0,2020-03-23,ws,1
75570,0,150352710,2020-05-02,2022-05-02,3.0,13120.0,2020-04-01,ws,1
100086,0,150352710,2022-05-02,2024-07-02,3.0,13120.0,2022-04-01,ws,1
118456,0,150352710,2024-07-02,2025-06-30,3.0,13120.0,2024-06-01,ws,1
2364,3,150352810,2010-01-01,2012-04-02,3.0,7870.0,2012-03-05,bsl,0
2364,3,150352810,2012-04-02,2012-05-02,3.0,7870.0,2012-03-05,ws,1
10047,0,150352810,2012-05-02,2014-05-02,3.0,7870.0,2012-04-01,ws,1
21432,0,150352810,2014-05-02,2016-04-02,3.0,7870.0,2014-04-01,ws,1
30181,5,150352810,2016-04-02,2016-05-02,,7870.0,2016-03-18,ws,1
34687,0,150352810,2016-05-02,2018-04-02,3.0,7870.0,2016-04-01,ws,1
45818,5,150352810,2018-04-02,2018-05-02,,7870.0,2018-03-20,ws,1
51334,0,150352810,2018-05-02,2019-11-02,3.0,7870.0,2018-04-01,ws,1
59764,0,150352810,2019-11-02,2020-04-02,3.0,7870.0,2019-10-01,ws,1
69418,5,150352810,2020-04-02,2020-05-02,,7870.0,2020-03-23,ws,1
75571,0,150352810,2020-05-02,2022-05-02,3.0,7870.0,2020-04-01,ws,1
100087,0,150352810,2022-05-02,2024-07-02,3.0,7870.0,2022-04-01,ws,1
118457,0,150352810,2024-07-02,2025-06-30,3.0,7870.0,2024-06-01,ws,1
2365,3,150352910,2010-01-01,2012-04-02,3.0,12100.0,2012-03-05,bsl,0
2365,3,150352910,2012-04-02,2012-05-02,3.0,12100.0,2012-03-05,ws,1
10048,0,150352910,2012-05-02,2014-05-02,3.0,12100.0,2012-04-01,ws,1
21433,0,150352910,2014-05-02,2016-04-02,3.0,12100.0,2014-04-01,ws,1
30182,5,150352910,2016-04-02,2016-05-02,,12100.0,2016-03-18,ws,1
34688,0,150352910,2016-05-02,2018-04-02,3.0,12100.0,2016-04-01,ws,1
45819,5,150352910,2018-04-02,2018-05-02,,12100.0,2018-03-20,ws,1
51335,0,150352910,2018-05-02,2019-11-02,3.0,12100.0,2018-04-01,ws,1
59765,0,150352910,2019-11-02,2020-04-02,3.0,12100.0,2019-10-01,ws,1
69419,5,150352910,2020-04-02,2020-05-02,,12100.0,2020-03-23,ws,1
75572,0,150352910,2020-05-02,2022-05-02,3.0,12100.0,2020-04-01,ws,1
100088,0,150352910,2022-05-02,2024-07-02,3.0,12100.0,2022-04-01,ws,1
118458,0,150352910,2024-07-02,2025-06-30,3.0,12100.0,2024-06-01,ws,1
2366,3,150353010,2010-01-01,2012-04-02,3.0,48820.0,2012-03-05,bsl,0
5238,5,150353010,2012-04-02,2012-05-02,,48820.0,2012-03-30,ws,1
10049,0,150353010,2012-05-02,2014-04-02,3.0,48820.0,2012-04-01,ws,1
16208,5,150353010,2014-04-02,2014-05-02,,48820.0,2014-03-19,ws,1
21434,0,150353010,2014-05-02,2016-04-02,3.0,48820.0,2014-04-01,ws,1
30183,5,150353010,2016-04-02,2016-05-02,,48820.0,2016-03-18,ws,1
34689,0,150353010,2016-05-02,2018-04-02,3.0,48820.0,2016-04-01,ws,1
45820,5,150353010,2018-04-02,2018-05-02,,48820.0,2018-03-20,ws,1
51336,0,150353010,2018-05-02,2019-11-02,3.0,48820.0,2018-04-01,ws,1
59766,0,150353010,2019-11-02,2020-04-02,3.0,48820.0,2019-10-01,ws,1
69420,5,150353010,2020-04-02,2020-05-02,,48820.0,2020-03-23,ws,1
75573,0,150353010,2020-05-02,2022-05-02,3.0,48820.0,2020-04-01,ws,1
100089,0,150353010,2022-05-02,2024-07-02,3.0,48820.0,2022-04-01,ws,1
118459,0,150353010,2024-07-02,2025-06-30,3.0,48820.0,2024-06-01,ws,1
2367,3,150353110,2010-01-01,2012-04-02,3.0,16190.0,2012-03-05,bsl,0
5239,5,150353110,2012-04-02,2012-05-02,,16190.0,2012-03-30,ws,1
10050,0,150353110,2012-05-02,2014-04-02,3.0,16190.0,2012-04-01,ws,1
16209,5,150353110,2014-04-02,2014-05-02,,16190.0,2014-03-19,ws,1
21435,0,150353110,2014-05-02,2016-04-02,3.0,16190.0,2014-04-01,ws,1
30184,5,150353110,2016-04-02,2016-05-02,,18620.0,2016-03-18,ws,1
34690,0,150353110,2016-05-02,2018-04-02,3.0,18620.0,2016-04-01,ws,1
45821,5,150353110,2018-04-02,2018-05-02,,22340.0,2018-03-20,ws,1
51337,0,150353110,2018-05-02,2019-11-02,3.0,22340.0,2018-04-01,ws,1
59767,0,150353110,2019-11-02,2020-04-02,3.0,22340.0,2019-10-01,ws,1
69421,5,150353110,2020-04-02,2020-05-02,,22340.0,2020-03-23,ws,1
75574,0,150353110,2020-05-02,2022-05-02,3.0,22340.0,2020-04-01,ws,1
100090,0,150353110,2022-05-02,2024-07-02,3.0,22340.0,2022-04-01,ws,1
118460,0,150353110,2024-07-02,2025-06-30,3.0,22340.0,2024-06-01,ws,1
2368,3,150353210,2010-01-01,2012-04-02,3.0,25200.0,2012-03-05,bsl,0
4962,5,150353210,2012-04-02,2012-05-02,,25200.0,2012-03-19,ws,1
10051,0,150353210,2012-05-02,2014-05-02,3.0,25200.0,2012-04-01,ws,1
21436,0,150353210,2014-05-02,2016-04-02,3.0,25200.0,2014-04-01,ws,1
30185,5,150353210,2016-04-02,2016-05-02,,27720.0,2016-03-18,ws,1
34691,0,150353210,2016-05-02,2018-04-02,3.0,27720.0,2016-04-01,ws,1
45822,5,150353210,2018-04-02,2018-05-02,,27720.0,2018-03-20,ws,1
51338,0,150353210,2018-05-02,2019-11-02,3.0,27720.0,2018-04-01,ws,1
59768,0,150353210,2019-11-02,2020-04-02,3.0,27720.0,2019-10-01,ws,1
69422,5,150353210,2020-04-02,2020-05-02,,27720.0,2020-03-23,ws,1
75575,0,150353210,2020-05-02,2022-05-02,3.0,27720.0,2020-04-01,ws,1
100091,0,150353210,2022-05-02,2024-07-02,3.0,27720.0,2022-04-01,ws,1
118461,0,150353210,2024-07-02,2025-06-30,3.0,27720.0,2024-06-01,ws,1
2369,3,150353310,2010-01-01,2012-04-02,3.0,25200.0,2012-03-05,bsl,0
4963,5,150353310,2012-04-02,2012-05-02,,25200.0,2012-03-19,ws,1
10052,0,150353310,2012-05-02,2014-05-02,3.0,25200.0,2012-04-01,ws,1
21437,0,150353310,2014-05-02,2016-04-02,3.0,25200.0,2014-04-01,ws,1
30186,5,150353310,2016-04-02,2016-05-02,,27720.0,2016-03-18,ws,1
34692,0,150353310,2016-05-02,2018-04-02,3.0,27720.0,2016-04-01,ws,1
45823,5,150353310,2018-04-02,2018-05-02,,27720.0,2018-03-20,ws,1
51339,0,150353310,2018-05-02,2019-11-02,3.0,27720.0,2018-04-01,ws,1
59769,0,150353310,2019-11-02,2020-04-02,3.0,27720.0,2019-10-01,ws,1
69423,5,150353310,2020-04-02,2020-05-02,,27720.0,2020-03-23,ws,1
75576,0,150353310,2020-05-02,2022-05-02,3.0,27720.0,2020-04-01,ws,1
100092,0,150353310,2022-05-02,2024-07-02,3.0,27720.0,2022-04-01,ws,1
118462,0,150353310,2024-07-02,2025-06-30,3.0,27720.0,2024-06-01,ws,1
2370,3,150353410,2010-01-01,2012-04-02,3.0,25200.0,2012-03-05,bsl,0
4964,5,150353410,2012-04-02,2012-05-02,,25200.0,2012-03-19,ws,1
10053,0,150353410,2012-05-02,2014-05-02,3.0,25200.0,2012-04-01,ws,1
21438,0,150353410,2014-05-02,2016-04-02,3.0,25200.0,2014-04-01,ws,1
30187,5,150353410,2016-04-02,2016-05-02,,27720.0,2016-03-18,ws,1
34693,0,150353410,2016-05-02,2018-04-02,3.0,27720.0,2016-04-01,ws,1
45824,5,150353410,2018-04-02,2018-05-02,,27720.0,2018-03-20,ws,1
51340,0,150353410,2018-05-02,2019-11-02,3.0,27720.0,2018-04-01,ws,1
59770,0,150353410,2019-11-02,2020-04-02,3.0,27720.0,2019-10-01,ws,1
69424,5,150353410,2020-04-02,2020-05-02,,27720.0,2020-03-23,ws,1
75577,0,150353410,2020-05-02,2022-05-02,3.0,27720.0,2020-04-01,ws,1
100093,0,150353410,2022-05-02,2024-07-02,3.0,27720.0,2022-04-01,ws,1
118463,0,150353410,2024-07-02,2025-06-30,3.0,27720.0,2024-06-01,ws,1
2371,3,150353510,2010-01-01,2012-04-02,3.0,18910.0,2012-03-05,bsl,0
4965,5,150353510,2012-04-02,2012-05-02,,18910.0,2012-03-19,ws,1
10054,0,150353510,2012-05-02,2014-05-02,3.0,18910.0,2012-04-01,ws,1
21439,0,150353510,2014-05-02,2016-04-02,3.0,18910.0,2014-04-01,ws,1
30188,5,150353510,2016-04-02,2016-05-02,,18910.0,2016-03-18,ws,1
34694,0,150353510,2016-05-02,2018-04-02,3.0,18910.0,2016-04-01,ws,1
45825,5,150353510,2018-04-02,2018-05-02,,22690.0,2018-03-20,ws,1
51341,0,150353510,2018-05-02,2019-11-02,3.0,22690.0,2018-04-01,ws,1
59771,0,150353510,2019-11-02,2020-04-02,3.0,22690.0,2019-10-01,ws,1
69425,5,150353510,2020-04-02,2020-05-02,,22690.0,2020-03-23,ws,1
75578,0,150353510,2020-05-02,2022-05-02,3.0,22690.0,2020-04-01,ws,1
100094,0,150353510,2022-05-02,2024-07-02,3.0,22690.0,2022-04-01,ws,1
118464,0,150353510,2024-07-02,2025-06-30,3.0,22690.0,2024-06-01,ws,1
2372,3,150353610,2010-01-01,2012-04-02,3.0,18910.0,2012-03-05,bsl,0
4966,5,150353610,2012-04-02,2012-05-02,,18910.0,2012-03-19,ws,1
10055,0,150353610,2012-05-02,2014-05-02,3.0,18910.0,2012-04-01,ws,1
21440,0,150353610,2014-05-02,2016-04-02,3.0,18910.0,2014-04-01,ws,1
30189,5,150353610,2016-04-02,2016-05-02,,27720.0,2016-03-18,ws,1
34695,0,150353610,2016-05-02,2018-04-02,3.0,27720.0,2016-04-01,ws,1
45826,5,150353610,2018-04-02,2018-05-02,,27720.0,2018-03-20,ws,1
51342,0,150353610,2018-05-02,2019-11-02,3.0,27720.0,2018-04-01,ws,1
59772,0,150353610,2019-11-02,2020-04-02,3.0,27720.0,2019-10-01,ws,1
69426,5,150353610,2020-04-02,2020-05-02,,27720.0,2020-03-23,ws,1
75579,0,150353610,2020-05-02,2022-05-02,3.0,27720.0,2020-04-01,ws,1
100095,0,150353610,2022-05-02,2024-07-02,3.0,27720.0,2022-04-01,ws,1
118465,0,150353610,2024-07-02,2025-06-30,3.0,27720.0,2024-06-01,ws,1
2373,3,150353710,2010-01-01,2012-04-02,3.0,18910.0,2012-03-05,bsl,0
4967,5,150353710,2012-04-02,2012-05-02,,18910.0,2012-03-19,ws,1
10056,0,150353710,2012-05-02,2014-05-02,3.0,18910.0,2012-04-01,ws,1
21441,0,150353710,2014-05-02,2016-04-02,3.0,18910.0,2014-04-01,ws,1
30190,5,150353710,2016-04-02,2016-05-02,,18910.0,2016-03-18,ws,1
34696,0,150353710,2016-05-02,2018-04-02,3.0,18910.0,2016-04-01,ws,1
45827,5,150353710,2018-04-02,2018-05-02,,22690.0,2018-03-20,ws,1
51343,0,150353710,2018-05-02,2019-11-02,3.0,22690.0,2018-04-01,ws,1
59773,0,150353710,2019-11-02,2020-04-02,3.0,22690.0,2019-10-01,ws,1
69427,5,150353710,2020-04-02,2020-05-02,,22690.0,2020-03-23,ws,1
75580,0,150353710,2020-05-02,2022-05-02,3.0,22690.0,2020-04-01,ws,1
100096,0,150353710,2022-05-02,2024-07-02,3.0,22690.0,2022-04-01,ws,1
118466,0,150353710,2024-07-02,2025-06-30,3.0,22690.0,2024-06-01,ws,1
2374,3,150353810,2010-01-01,2012-04-02,3.0,18910.0,2012-03-05,bsl,0
4968,5,150353810,2012-04-02,2012-05-02,,18910.0,2012-03-19,ws,1
10057,0,150353810,2012-05-02,2014-05-02,3.0,18910.0,2012-04-01,ws,1
21442,0,150353810,2014-05-02,2016-04-02,3.0,18910.0,2014-04-01,ws,1
30191,5,150353810,2016-04-02,2016-05-02,,18910.0,2016-03-18,ws,1
34697,0,150353810,2016-05-02,2018-04-02,3.0,18910.0,2016-04-01,ws,1
45828,5,150353810,2018-04-02,2018-05-02,,22690.0,2018-03-20,ws,1
51344,0,150353810,2018-05-02,2019-11-02,3.0,22690.0,2018-04-01,ws,1
59774,0,150353810,2019-11-02,2020-04-02,3.0,22690.0,2019-10-01,ws,1
69428,5,150353810,2020-04-02,2020-05-02,,22690.0,2020-03-23,ws,1
75581,0,150353810,2020-05-02,2022-05-02,3.0,22690.0,2020-04-01,ws,1
100097,0,150353810,2022-05-02,2024-07-02,3.0,22690.0,2022-04-01,ws,1
118467,0,150353810,2024-07-02,2025-06-30,3.0,22690.0,2024-06-01,ws,1
2375,3,150353910,2010-01-01,2012-04-02,3.0,11970.0,2012-03-05,bsl,0
4969,5,150353910,2012-04-02,2012-05-02,,11970.0,2012-03-19,ws,1
10058,0,150353910,2012-05-02,2014-05-02,3.0,11970.0,2012-04-01,ws,1
21443,0,150353910,2014-05-02,2016-04-02,3.0,11970.0,2014-04-01,ws,1
30192,5,150353910,2016-04-02,2016-05-02,,11970.0,2016-03-18,ws,1
34698,0,150353910,2016-05-02,2018-04-02,3.0,11970.0,2016-04-01,ws,1
45829,5,150353910,2018-04-02,2018-05-02,,14360.0,2018-03-20,ws,1
51345,0,150353910,2018-05-02,2019-11-02,3.0,14360.0,2018-04-01,ws,1
59775,0,150353910,2019-11-02,2020-04-02,3.0,14360.0,2019-10-01,ws,1
69429,5,150353910,2020-04-02,2020-05-02,,14360.0,2020-03-23,ws,1
75582,0,150353910,2020-05-02,2022-05-02,3.0,14360.0,2020-04-01,ws,1
100098,0,150353910,2022-05-02,2024-07-02,3.0,14360.0,2022-04-01,ws,1
118468,0,150353910,2024-07-02,2025-06-30,3.0,14360.0,2024-06-01,ws,1
2376,3,150354010,2010-01-01,2012-04-02,3.0,11970.0,2012-03-05,bsl,0
4970,5,150354010,2012-04-02,2012-05-02,,11970.0,2012-03-19,ws,1
10059,0,150354010,2012-05-02,2014-05-02,3.0,11970.0,2012-04-01,ws,1
21444,0,150354010,2014-05-02,2016-04-02,3.0,11970.0,2014-04-01,ws,1
30193,5,150354010,2016-04-02,2016-05-02,,11970.0,2016-03-18,ws,1
34699,0,150354010,2016-05-02,2018-04-02,3.0,11970.0,2016-04-01,ws,1
45830,5,150354010,2018-04-02,2018-05-02,,14360.0,2018-03-20,ws,1
51346,0,150354010,2018-05-02,2019-11-02,3.0,14360.0,2018-04-01,ws,1
59776,0,150354010,2019-11-02,2020-04-02,3.0,14360.0,2019-10-01,ws,1
69430,5,150354010,2020-04-02,2020-05-02,,14360.0,2020-03-23,ws,1
75583,0,150354010,2020-05-02,2022-05-02,3.0,14360.0,2020-04-01,ws,1
100099,0,150354010,2022-05-02,2024-07-02,3.0,14360.0,2022-04-01,ws,1
118469,0,150354010,2024-07-02,2025-06-30,3.0,14360.0,2024-06-01,ws,1
2377,3,150354110,2010-01-01,2012-04-02,3.0,17550.0,2012-03-05,bsl,0
2377,3,150354110,2012-04-02,2012-05-02,3.0,17550.0,2012-03-05,ws,1
10060,0,150354110,2012-05-02,2012-06-02,3.0,17550.0,2012-04-01,ws,1
6027,5,150354110,2012-06-02,2014-05-02,,17550.0,2012-05-29,ws,1
21445,0,150354110,2014-05-02,2016-04-02,3.0,17550.0,2014-04-01,ws,1
30194,5,150354110,2016-04-02,2016-05-02,,20180.0,2016-03-18,ws,1
34700,0,150354110,2016-05-02,2018-04-02,3.0,20180.0,2016-04-01,ws,1
45831,5,150354110,2018-04-02,2018-05-02,,24210.0,2018-03-20,ws,1
51347,0,150354110,2018-05-02,2019-11-02,3.0,24210.0,2018-04-01,ws,1
59777,0,150354110,2019-11-02,2020-04-02,3.0,24210.0,2019-10-01,ws,1
69431,5,150354110,2020-04-02,2020-05-02,,24210.0,2020-03-23,ws,1
75584,0,150354110,2020-05-02,2022-05-02,3.0,24210.0,2020-04-01,ws,1
100100,0,150354110,2022-05-02,2024-07-02,3.0,24210.0,2022-04-01,ws,1
118470,0,150354110,2024-07-02,2025-06-30,3.0,24210.0,2024-06-01,ws,1
2378,3,150354210,2010-01-01,2012-04-02,3.0,24310.0,2012-03-05,bsl,0
2378,3,150354210,2012-04-02,2012-05-02,3.0,24310.0,2012-03-05,ws,1
10061,0,150354210,2012-05-02,2014-05-02,3.0,24310.0,2012-04-01,ws,1
21446,0,150354210,2014-05-02,2016-04-02,3.0,24310.0,2014-04-01,ws,1
30195,5,150354210,2016-04-02,2016-05-02,,24310.0,2016-03-18,ws,1
34701,0,150354210,2016-05-02,2018-04-02,3.0,24310.0,2016-04-01,ws,1
45832,5,150354210,2018-04-02,2018-05-02,,24310.0,2018-03-20,ws,1
51348,0,150354210,2018-05-02,2019-11-02,3.0,24310.0,2018-04-01,ws,1
59778,0,150354210,2019-11-02,2020-04-02,3.0,24310.0,2019-10-01,ws,1
69432,5,150354210,2020-04-02,2020-05-02,,24310.0,2020-03-23,ws,1
75585,0,150354210,2020-05-02,2022-05-02,3.0,24310.0,2020-04-01,ws,1
100101,0,150354210,2022-05-02,2024-07-02,3.0,24310.0,2022-04-01,ws,1
118471,0,150354210,2024-07-02,2025-06-30,3.0,24310.0,2024-06-01,ws,1
2379,3,150354310,2010-01-01,2012-04-02,3.0,35150.0,2012-03-05,bsl,0
2379,3,150354310,2012-04-02,2012-05-02,3.0,35150.0,2012-03-05,ws,1
10062,0,150354310,2012-05-02,2014-05-02,3.0,35150.0,2012-04-01,ws,1
21447,0,150354310,2014-05-02,2016-04-02,3.0,35150.0,2014-04-01,ws,1
30196,5,150354310,2016-04-02,2016-05-02,,38670.0,2016-03-18,ws,1
34702,0,150354310,2016-05-02,2018-04-02,3.0,38670.0,2016-04-01,ws,1
45833,5,150354310,2018-04-02,2018-05-02,,38670.0,2018-03-20,ws,1
51349,0,150354310,2018-05-02,2019-11-02,3.0,38670.0,2018-04-01,ws,1
59779,0,150354310,2019-11-02,2020-04-02,3.0,38670.0,2019-10-01,ws,1
69433,5,150354310,2020-04-02,2020-05-02,,38670.0,2020-03-23,ws,1
75586,0,150354310,2020-05-02,2022-05-02,3.0,38670.0,2020-04-01,ws,1
93374,5,150354310,2022-05-02,2022-12-02,,38670.0,2022-04-19,ws,1
93797,5,150354310,2022-12-02,2024-07-02,,38670.0,2022-11-01,ws,1
118472,0,150354310,2024-07-02,2025-06-30,3.0,38670.0,2024-06-01,ws,1
2380,3,150354410,2010-01-01,2012-04-02,3.0,32160.0,2012-03-05,bsl,0
2380,3,150354410,2012-04-02,2012-05-02,3.0,32160.0,2012-03-05,ws,1
10063,0,150354410,2012-05-02,2014-05-02,3.0,32160.0,2012-04-01,ws,1
21448,0,150354410,2014-05-02,2016-04-02,3.0,32160.0,2014-04-01,ws,1
26020,9,150354410,2016-04-02,2025-06-30,,32160.0,2016-03-31,aes,2
2381,3,150354510,2010-01-01,2012-04-02,3.0,3580.0,2012-03-05,bsl,0
2381,3,150354510,2012-04-02,2012-05-02,3.0,3580.0,2012-03-05,ws,1
10064,0,150354510,2012-05-02,2014-04-02,3.0,3580.0,2012-04-01,ws,1
13949,5,150354510,2014-04-02,2014-05-02,,4340.0,2014-03-05,ws,1
21449,0,150354510,2014-05-02,2016-04-02,3.0,4340.0,2014-04-01,ws,1
30197,5,150354510,2016-04-02,2016-05-02,,4340.0,2016-03-18,ws,1
34703,0,150354510,2016-05-02,2018-04-02,3.0,4340.0,2016-04-01,ws,1
45834,5,150354510,2018-04-02,2018-05-02,,4340.0,2018-03-20,ws,1
51350,0,150354510,2018-05-02,2019-11-02,3.0,4340.0,2018-04-01,ws,1
59780,0,150354510,2019-11-02,2020-04-02,3.0,4340.0,2019-10-01,ws,1
69434,5,150354510,2020-04-02,2020-05-02,,4340.0,2020-03-23,ws,1
75587,0,150354510,2020-05-02,2022-05-02,3.0,4340.0,2020-04-01,ws,1
100103,0,150354510,2022-05-02,2024-07-02,3.0,4340.0,2022-04-01,ws,1
118473,0,150354510,2024-07-02,2025-06-30,3.0,4340.0,2024-06-01,ws,1
2382,3,150354610,2010-01-01,2012-04-02,3.0,2750.0,2012-03-05,bsl,0
2382,3,150354610,2012-04-02,2012-05-02,3.0,2750.0,2012-03-05,ws,1
10065,0,150354610,2012-05-02,2014-05-02,3.0,2750.0,2012-04-01,ws,1
21450,0,150354610,2014-05-02,2016-04-02,3.0,2750.0,2014-04-01,ws,1
30198,5,150354610,2016-04-02,2016-05-02,,2750.0,2016-03-18,ws,1
34704,0,150354610,2016-05-02,2018-04-02,3.0,2750.0,2016-04-01,ws,1
45835,5,150354610,2018-04-02,2018-05-02,,2750.0,2018-03-20,ws,1
51351,0,150354610,2018-05-02,2019-11-02,3.0,2750.0,2018-04-01,ws,1
59781,0,150354610,2019-11-02,2020-04-02,3.0,2750.0,2019-10-01,ws,1
69435,5,150354610,2020-04-02,2020-05-02,,2750.0,2020-03-23,ws,1
75588,0,150354610,2020-05-02,2022-05-02,3.0,2750.0,2020-04-01,ws,1
100104,0,150354610,2022-05-02,2024-07-02,3.0,2750.0,2022-04-01,ws,1
