,c0,c2,c4,c9,c10,c13,c14,c15,c16,c31,c89,c90,c91,c92,c93,c94,ymd,next_month_day1,next_month_day2,filename,dt_rank_neg
114254,0,111000110,初診料,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,1,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114255,0,111000370,乳幼児加算（初診）,,3.0,1.0,110.0,0.0,0.0,99999999.0,1,1,0,0,5,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114256,0,111000470,乳幼児育児栄養指導料,,3.0,1.0,130.0,0.0,0.0,99999999.0,2,1,1,2,6,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114257,0,111000570,時間外加算（初診）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,6,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114258,0,111000670,休日加算（初診）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,6,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114259,0,111000770,深夜加算（初診）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,6,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114260,0,111000870,時間外特例医療機関加算（初診）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,6,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114261,0,111010770,乳幼児時間外特例医療機関加算（初診）（小児科外来診療料）,,3.0,1.0,130.0,0.0,0.0,99999999.0,2,1,1,2,3,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114262,0,111011570,乳幼児夜間加算（小児科初診）,,3.0,1.0,110.0,0.0,0.0,99999999.0,1,1,0,0,7,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114263,0,111011670,乳幼児休日加算（小児科初診）,,3.0,1.0,110.0,0.0,0.0,99999999.0,1,1,0,0,7,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114264,0,111011770,乳幼児深夜加算（小児科初診）,,3.0,1.0,110.0,0.0,0.0,99999999.0,1,1,0,0,7,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114265,0,111011810,初診料（同一日複数科受診時の２科目）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,4,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114266,0,111011970,乳幼児時間外加算（初診）,,3.0,1.0,110.0,0.0,0.0,99999999.0,1,1,0,0,6,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114267,0,111012070,乳幼児休日加算（初診）,,3.0,1.0,110.0,0.0,0.0,99999999.0,1,1,0,0,6,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114268,0,111012170,乳幼児深夜加算（初診）,,3.0,1.0,110.0,0.0,0.0,99999999.0,1,1,0,0,6,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114269,0,111012270,乳幼児時間外特例医療機関加算（初診）,,3.0,1.0,110.0,0.0,0.0,99999999.0,1,1,0,0,6,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114270,0,111012470,夜間・早朝等加算（初診）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,8,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114271,0,111012510,初診料（文書による紹介がない患者）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,2,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114272,0,111012610,初診料（同一日複数科受診時の２科目・文書による紹介がない患者）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,4,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114273,0,111012710,特定妥結率初診料,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,3,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114274,0,111012810,特定妥結率初診料（同一日複数科受診時の２科目）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,4,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
47509,9,111012970,妊婦時間外加算（初診）,,3.0,,,,,,1,1,0,0,6,0,2019-01-01,2019-02-01,2019-02-02,s_20181228.csv,1.0
47510,9,111013070,妊婦休日加算（初診）,,3.0,,,,,,1,1,0,0,6,0,2019-01-01,2019-02-01,2019-02-02,s_20181228.csv,1.0
47511,9,111013170,妊婦深夜加算（初診）,,3.0,,,,,,1,1,0,0,6,0,2019-01-01,2019-02-01,2019-02-02,s_20181228.csv,1.0
47512,9,111013270,妊婦時間外特例医療機関加算（初診）,,3.0,,,,,,1,1,0,0,6,0,2019-01-01,2019-02-01,2019-02-02,s_20181228.csv,1.0
47513,9,111013370,妊婦加算（初診）,,3.0,,,,,,1,1,0,0,9,0,2019-01-01,2019-02-01,2019-02-02,s_20181228.csv,1.0
47514,9,111013470,妊婦夜間加算（産科又は産婦人科初診）,,3.0,,,,,,1,1,0,0,10,0,2019-01-01,2019-02-01,2019-02-02,s_20181228.csv,1.0
47515,9,111013570,妊婦休日加算（産科又は産婦人科初診）,,3.0,,,,,,1,1,0,0,10,0,2019-01-01,2019-02-01,2019-02-02,s_20181228.csv,1.0
47516,9,111013670,妊婦深夜加算（産科又は産婦人科初診）,,3.0,,,,,,1,1,0,0,10,0,2019-01-01,2019-02-01,2019-02-02,s_20181228.csv,1.0
113414,5,111013770,機能強化加算（初診）,,3.0,,,,,,1,1,0,0,9,0,2024-06-28,2024-07-01,2024-07-02,s_20240628.csv,1.0
94800,9,111013850,初診料（新型コロナウイルス感染症・診療報酬上臨時的取扱）,,3.0,,,,,,1,1,0,0,3,1,2023-06-01,2023-07-01,2023-07-02,s_20230424.csv,1.0
90447,9,111013970,乳幼児感染予防策加算（初診料・診療報酬上臨時的取扱）,,3.0,,,,,,1,1,999,0,0,1,2022-04-01,2022-05-01,2022-05-02,s_20220331.csv,1.0
71794,9,111014070,医科外来等感染症対策実施加算（初診料）,,3.0,,,,,,1,1,999,0,0,0,2021-10-01,2021-11-01,2021-11-02,s_20210930.csv,1.0
94801,9,111014170,二類感染症患者入院診療加算（電話等初診料・診療報酬上臨時的取扱）,,3.0,,,,,,1,2,210,0,2,1,2023-06-01,2023-07-01,2023-07-02,s_20230424.csv,1.0
114276,0,111014210,初診料（情報通信機器）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,1,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114277,0,111014310,初診料（文書による紹介がない患者）（情報通信機器）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,2,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114278,0,111014410,特定妥結率初診料（情報通信機器）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,3,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114279,0,111014510,初診料（同一日複数科受診時の２科目）（情報通信機器）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,4,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114280,0,111014610,初診料（同一日２科目・注２から４に規定する場合）（情報通信機器）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,4,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114281,0,111014710,特定妥結率初診料（同一日複数科受診時の２科目）（情報通信機器）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,4,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114282,0,111014870,外来感染対策向上加算（初診）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,10,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114283,0,111014970,連携強化加算（初診）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,11,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114284,0,111015070,サーベイランス強化加算（初診）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,12,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
93567,9,111015170,電子的保健医療情報活用加算（初診）,,3.0,,,,,,1,1,0,0,13,0,2022-10-01,2022-11-01,2022-11-02,s_20220912.csv,1.0
93568,9,111015270,電子的保健医療情報活用加算（初診）（診療情報等の取得が困難等）,,3.0,,,,,,1,1,0,0,13,0,2022-10-01,2022-11-01,2022-11-02,s_20220912.csv,1.0
114285,0,111015370,（選）病床数が２００以上の病院初診（２００点減算）,,8.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,16,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114286,0,111015470,（選）病床数が２００以上の病院初診（１８８点減算）,,8.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,16,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114287,0,111015570,（選）病床数が２００以上の病院初診（１４６点減算）,,8.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,16,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114288,0,111015670,（選）病床数が２００以上の病院初診（１２７点減算）,,8.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,16,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114289,0,111015770,（選）病床数が２００以上の病院初診（１０８点減算）,,8.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,16,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114290,0,111015870,（選）病床数が２００以上の病院初診（９４点減算）,,8.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,16,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
105214,9,111015970,医療情報・システム基盤整備体制充実加算１（初診）,,3.0,,,,,,1,1,0,0,14,0,2024-06-01,2024-07-01,2024-07-02,s_20240306.csv,1.0
105215,9,111016070,医療情報・システム基盤整備体制充実加算２（初診）,,3.0,,,,,,1,1,0,0,14,0,2024-06-01,2024-07-01,2024-07-02,s_20240306.csv,1.0
95801,9,111016150,初診料（文書による紹介がない患者の場合）（初減）（特例）,,3.0,,,,,,1,1,0,0,3,1,2023-08-01,2023-09-01,2023-09-02,s_20230714.csv,1.0
114291,0,111702970,発熱患者等対応加算（初診）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,10,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114292,0,111703070,抗菌薬適正使用体制加算（初診）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,13,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114129,9,111703170,医療情報取得加算１（初診）,,3.0,,,,,,1,1,0,0,14,0,2024-12-01,2025-01-01,2025-01-02,s_20241108.csv,1.0
114293,0,111703270,医療情報取得加算（初診）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,14,0,2024-12-01,2025-01-01,2025-01-02,s_ALL20250801.csv,1.0
114294,0,111703370,医療ＤＸ推進体制整備加算６（初診）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,15,0,2025-04-01,2025-05-01,2025-05-02,s_ALL20250801.csv,1.0
114295,0,111703470,医療ＤＸ推進体制整備加算４（初診）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,15,0,2025-04-01,2025-05-01,2025-05-02,s_ALL20250801.csv,1.0
114296,0,111703570,医療ＤＸ推進体制整備加算５（初診）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,15,0,2025-04-01,2025-05-01,2025-05-02,s_ALL20250801.csv,1.0
114297,0,111703670,医療ＤＸ推進体制整備加算１（初診）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,15,0,2025-04-01,2025-05-01,2025-05-02,s_ALL20250801.csv,1.0
114298,0,111703770,医療ＤＸ推進体制整備加算２（初診）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,15,0,2025-04-01,2025-05-01,2025-05-02,s_ALL20250801.csv,1.0
114299,0,111703870,医療ＤＸ推進体制整備加算３（初診）,,3.0,0.0,110.0,0.0,0.0,99999999.0,1,1,0,0,15,0,2025-04-01,2025-05-01,2025-05-02,s_ALL20250801.csv,1.0
114300,0,112000970,乳幼児加算（再診）,,3.0,1.0,120.0,0.0,0.0,99999999.0,1,1,1,0,3,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114301,0,112001110,時間外加算（再診）（入院外）,,3.0,0.0,123.0,0.0,0.0,99999999.0,1,1,1,0,4,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114302,0,112001210,休日加算（再診）（入院外）,,3.0,0.0,124.0,0.0,0.0,99999999.0,1,1,1,0,4,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114303,0,112001310,深夜加算（再診）（入院外）,,3.0,0.0,125.0,0.0,0.0,99999999.0,1,1,1,0,4,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114304,0,112001410,時間外特例医療機関加算（再診）（入院外）,,3.0,0.0,123.0,0.0,0.0,99999999.0,1,1,1,0,4,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114305,0,112006070,乳幼児時間外特例医療機関加算（再診）（小児科外来診療料）,,3.0,1.0,130.0,0.0,0.0,99999999.0,2,1,1,2,3,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114306,0,112006270,乳幼児加算（外来診療料）,,3.0,1.0,120.0,0.0,0.0,99999999.0,1,1,2,0,5,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114307,0,112006470,時間外加算（外来診療料）（入院外）,,3.0,0.0,123.0,0.0,0.0,99999999.0,1,1,2,0,6,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114308,0,112006570,休日加算（外来診療料）（入院外）,,3.0,0.0,124.0,0.0,0.0,99999999.0,1,1,2,0,6,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114309,0,112006670,深夜加算（外来診療料）（入院外）,,3.0,0.0,125.0,0.0,0.0,99999999.0,1,1,2,0,6,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114310,0,112006770,時間外特例医療機関加算（外来診療料）（入院外）,,3.0,0.0,123.0,0.0,0.0,99999999.0,1,1,2,0,6,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114311,0,112007410,再診料,,3.0,0.0,120.0,0.0,0.0,99999999.0,1,1,1,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114312,0,112007950,電話等再診料,,3.0,0.0,120.0,0.0,0.0,99999999.0,1,1,1,0,0,1,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114313,0,112008350,同日再診料,,3.0,0.0,120.0,0.0,0.0,99999999.0,1,1,1,0,0,1,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114314,0,112008850,同日電話等再診料,,3.0,0.0,120.0,0.0,0.0,99999999.0,1,1,1,0,0,1,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114315,0,112011010,外来管理加算,,3.0,0.0,122.0,0.0,0.0,99999999.0,1,1,1,0,7,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114316,0,112011310,外来診療料,,3.0,0.0,120.0,0.0,0.0,99999999.0,1,1,2,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114317,0,112011710,同日外来診療料,,3.0,0.0,120.0,0.0,0.0,99999999.0,1,1,2,0,0,1,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114318,0,112014170,乳幼児夜間加算（小児科再診）（入院外）,,3.0,1.0,123.0,0.0,0.0,99999999.0,1,1,1,0,5,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114319,0,112014270,乳幼児休日加算（小児科再診）（入院外）,,3.0,1.0,124.0,0.0,0.0,99999999.0,1,1,1,0,5,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114320,0,112014370,乳幼児深夜加算（小児科再診）（入院外）,,3.0,1.0,125.0,0.0,0.0,99999999.0,1,1,1,0,5,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114321,0,112014470,乳幼児夜間加算（小児科・外来診療料）（入院外）,,3.0,1.0,123.0,0.0,0.0,99999999.0,1,1,2,0,7,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114322,0,112014570,乳幼児休日加算（小児科・外来診療料）（入院外）,,3.0,1.0,124.0,0.0,0.0,99999999.0,1,1,2,0,7,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114323,0,112014670,乳幼児深夜加算（小児科・外来診療料）（入院外）,,3.0,1.0,125.0,0.0,0.0,99999999.0,1,1,2,0,7,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114324,0,112014770,乳幼児時間外加算（再診）（入院外）,,3.0,1.0,123.0,0.0,0.0,99999999.0,1,1,1,0,4,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114325,0,112014870,乳幼児休日加算（再診）（入院外）,,3.0,1.0,124.0,0.0,0.0,99999999.0,1,1,1,0,4,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114326,0,112014970,乳幼児深夜加算（再診）（入院外）,,3.0,1.0,125.0,0.0,0.0,99999999.0,1,1,1,0,4,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114327,0,112015070,乳幼児時間外特例医療機関加算（再診）（入院外）,,3.0,1.0,123.0,0.0,0.0,99999999.0,1,1,1,0,4,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114328,0,112015170,乳幼児時間外加算（外来診療料）（入院外）,,3.0,1.0,123.0,0.0,0.0,99999999.0,1,1,2,0,6,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114329,0,112015270,乳幼児休日加算（外来診療料）（入院外）,,3.0,1.0,124.0,0.0,0.0,99999999.0,1,1,2,0,6,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114330,0,112015370,乳幼児深夜加算（外来診療料）（入院外）,,3.0,1.0,125.0,0.0,0.0,99999999.0,1,1,2,0,6,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114331,0,112015470,乳幼児時間外特例医療機関加算（外来診療料）（入院外）,,3.0,1.0,123.0,0.0,0.0,99999999.0,1,1,2,0,6,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114332,0,112015570,夜間・早朝等加算（再診）,,3.0,0.0,123.0,0.0,0.0,99999999.0,1,1,1,0,6,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
105227,9,112015670,時間外対応加算２,,3.0,,,,,,1,1,1,0,8,0,2024-06-01,2024-07-01,2024-07-02,s_20240306.csv,1.0
114333,0,112015770,明細書発行体制等加算,,3.0,0.0,120.0,0.0,0.0,99999999.0,1,1,1,0,9,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114334,0,112015810,再診料（同一日複数科受診時の２科目）,,3.0,0.0,120.0,0.0,0.0,99999999.0,1,1,1,0,2,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114335,0,112015950,電話等再診料（同一日複数科受診時の２科目）,,3.0,0.0,120.0,0.0,0.0,99999999.0,1,1,1,0,2,1,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114336,0,112016070,時間外対応加算１,,3.0,0.0,120.0,0.0,0.0,99999999.0,1,1,1,0,8,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
105230,9,112016170,時間外対応加算３,,3.0,,,,,,1,1,1,0,8,0,2024-06-01,2024-07-01,2024-07-02,s_20240306.csv,1.0
114337,0,112016210,外来診療料（同一日複数科受診時の２科目）,,3.0,0.0,120.0,0.0,0.0,99999999.0,1,1,2,0,4,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114338,0,112016310,外来診療料（文書紹介申出患者）,,3.0,0.0,120.0,0.0,0.0,99999999.0,1,1,2,0,2,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114339,0,112016410,外来診療料（同日複数科２科目・文書紹介申出患者）,,3.0,0.0,120.0,0.0,0.0,99999999.0,1,1,2,0,4,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114340,0,112016550,同日外来診療料（文書紹介申出患者）,,3.0,0.0,120.0,0.0,0.0,99999999.0,1,1,2,0,2,1,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
113415,5,112016610,特定妥結率再診料,,3.0,,,,,,1,1,1,0,1,0,2024-06-28,2024-07-01,2024-07-02,s_20240628.csv,1.0
113416,5,112016750,電話等特定妥結率再診料,,3.0,,,,,,1,1,1,0,1,1,2024-06-28,2024-07-01,2024-07-02,s_20240628.csv,1.0
113417,5,112016850,同日特定妥結率再診料,,3.0,,,,,,1,1,1,0,1,1,2024-06-28,2024-07-01,2024-07-02,s_20240628.csv,1.0
113418,5,112016950,同日電話等特定妥結率再診料,,3.0,,,,,,1,1,1,0,1,1,2024-06-28,2024-07-01,2024-07-02,s_20240628.csv,1.0
113419,5,112017010,特定妥結率再診料（同一日複数科受診時の２科目）,,3.0,,,,,,1,1,1,0,2,0,2024-06-28,2024-07-01,2024-07-02,s_20240628.csv,1.0
113420,5,112017150,電話等特定妥結率再診料（同一日複数科受診時の２科目）,,3.0,,,,,,1,1,1,0,2,1,2024-06-28,2024-07-01,2024-07-02,s_20240628.csv,1.0
114347,0,112017270,地域包括診療加算２,,3.0,0.0,120.0,0.0,0.0,99999999.0,1,1,1,0,10,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114348,0,112017310,特定妥結率外来診療料,,3.0,0.0,120.0,0.0,0.0,99999999.0,1,1,2,0,3,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114349,0,112017450,同日特定妥結率外来診療料,,3.0,0.0,120.0,0.0,0.0,99999999.0,1,1,2,0,3,1,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114350,0,112017570,認知症地域包括診療加算２,,3.0,0.0,120.0,0.0,0.0,99999999.0,1,1,1,0,11,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114351,0,112017610,特定妥結率外来診療料（同一日複数科受診時２科目）,,3.0,0.0,120.0,0.0,0.0,99999999.0,1,1,2,0,4,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114352,0,112017790,時間外加算（再診）（入院）,,3.0,0.0,0.0,0.0,0.0,99999999.0,1,1,0,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114353,0,112017890,休日加算（再診）（入院）,,3.0,0.0,0.0,0.0,0.0,99999999.0,1,1,0,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114354,0,112017990,深夜加算（再診）（入院）,,3.0,0.0,0.0,0.0,0.0,99999999.0,1,1,0,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114355,0,112018090,乳幼児時間外加算（再診）（入院）,,3.0,1.0,0.0,0.0,0.0,99999999.0,1,1,0,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114356,0,112018190,乳幼児休日加算（再診）（入院）,,3.0,1.0,0.0,0.0,0.0,99999999.0,1,1,0,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114357,0,112018290,乳幼児深夜加算（再診）（入院）,,3.0,1.0,0.0,0.0,0.0,99999999.0,1,1,0,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114358,0,112018390,時間外特例医療機関加算（再診）（入院）,,3.0,0.0,0.0,0.0,0.0,99999999.0,1,1,0,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114359,0,112018490,乳幼児時間外特例医療機関加算（再診）（入院）,,3.0,1.0,0.0,0.0,0.0,99999999.0,1,1,0,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114360,0,112018590,乳幼児夜間加算（小児科再診）（入院）,,3.0,1.0,0.0,0.0,0.0,99999999.0,1,1,0,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114361,0,112018690,乳幼児休日加算（小児科再診）（入院）,,3.0,1.0,0.0,0.0,0.0,99999999.0,1,1,0,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114362,0,112018790,乳幼児深夜加算（小児科再診）（入院）,,3.0,1.0,0.0,0.0,0.0,99999999.0,1,1,0,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114363,0,112018890,時間外加算（外来診療料）（入院）,,3.0,0.0,0.0,0.0,0.0,99999999.0,1,1,0,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114364,0,112018990,休日加算（外来診療料）（入院）,,3.0,0.0,0.0,0.0,0.0,99999999.0,1,1,0,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114365,0,112019090,深夜加算（外来診療料）（入院）,,3.0,0.0,0.0,0.0,0.0,99999999.0,1,1,0,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114366,0,112019190,乳幼児時間外加算（外来診療料）（入院）,,3.0,1.0,0.0,0.0,0.0,99999999.0,1,1,0,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114367,0,112019290,乳幼児休日加算（外来診療料）（入院）,,3.0,1.0,0.0,0.0,0.0,99999999.0,1,1,0,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114368,0,112019390,時間外特例医療機関加算（外来診療料）（入院）,,3.0,0.0,0.0,0.0,0.0,99999999.0,1,1,0,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114369,0,112019490,乳幼児深夜加算（外来診療料）（入院）,,3.0,1.0,0.0,0.0,0.0,99999999.0,1,1,0,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114370,0,112019590,乳幼児時間外特例医療機関加算（外来診療料）（入院）,,3.0,1.0,0.0,0.0,0.0,99999999.0,1,1,0,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114371,0,112019690,乳幼児夜間加算（小児科・外来診療料）（入院）,,3.0,1.0,0.0,0.0,0.0,99999999.0,1,1,0,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
114372,0,112019790,乳幼児休日加算（小児科・外来診療料）（入院）,,3.0,1.0,0.0,0.0,0.0,99999999.0,1,1,0,0,0,0,2024-06-01,2024-07-01,2024-07-02,s_ALL20250801.csv,1.0
