,c0,c2,t1,t2,pointlab,point,ymd,tag,ind
3750,0,710010036,2014-05-02,2016-05-02,1.0,1510.0,2014-04-01,ws,1
5046,9,710010036,2016-05-02,2025-06-30,,0.0,2016-04-01,aes,2
96,0,710010037,2010-01-01,2012-05-02,1.0,1710.0,2012-04-01,bdm,0
1294,0,710010037,2012-05-02,2014-05-02,1.0,1710.0,2012-04-01,ws,1
3751,0,710010037,2014-05-02,2016-05-02,1.0,1750.0,2014-04-01,ws,1
5047,9,710010037,2016-05-02,2025-06-30,,0.0,2016-04-01,aes,2
97,5,710010038,2010-01-01,2012-05-02,1.0,1800.0,2012-04-01,bdm,0
1295,0,710010038,2012-05-02,2014-05-02,1.0,1800.0,2012-04-01,ws,1
3752,0,710010038,2014-05-02,2016-05-02,1.0,1830.0,2014-04-01,ws,1
5048,9,710010038,2016-05-02,2025-06-30,,0.0,2016-04-01,aes,2
98,0,710010039,2010-01-01,2012-05-02,1.0,1510.0,2012-04-01,bdm,0
1296,0,710010039,2012-05-02,2014-05-02,1.0,1510.0,2012-04-01,ws,1
3753,0,710010039,2014-05-02,2016-05-02,1.0,1550.0,2014-04-01,ws,1
5049,9,710010039,2016-05-02,2025-06-30,,0.0,2016-04-01,aes,2
99,5,710010040,2010-01-01,2012-05-02,1.0,1700.0,2012-04-01,bdm,0
1297,0,710010040,2012-05-02,2014-05-02,1.0,1700.0,2012-04-01,ws,1
3754,0,710010040,2014-05-02,2016-05-02,1.0,1740.0,2014-04-01,ws,1
5050,9,710010040,2016-05-02,2025-06-30,,0.0,2016-04-01,aes,2
100,5,710010041,2010-01-01,2012-05-02,1.0,1820.0,2012-04-01,bdm,0
1298,0,710010041,2012-05-02,2014-05-02,1.0,1820.0,2012-04-01,ws,1
3755,0,710010041,2014-05-02,2016-05-02,1.0,1750.0,2014-04-01,ws,1
5051,9,710010041,2016-05-02,2025-06-30,,0.0,2016-04-01,aes,2
101,5,710010043,2010-01-01,2012-05-02,1.0,818000.0,2012-04-01,bdm,0
1299,0,710010043,2012-05-02,2014-05-02,1.0,818000.0,2012-04-01,ws,1
3756,0,710010043,2014-05-02,2016-05-02,1.0,800000.0,2014-04-01,ws,1
6340,0,710010043,2016-05-02,2018-05-02,1.0,785000.0,2016-04-01,ws,1
8969,0,710010043,2018-05-02,2019-11-02,1.0,776000.0,2018-04-01,ws,1
11479,0,710010043,2019-11-02,2020-05-02,1.0,773000.0,2019-10-01,ws,1
14112,0,710010043,2020-05-02,2022-05-02,1.0,773000.0,2020-04-01,ws,1
20778,0,710010043,2022-05-02,2024-07-02,1.0,762000.0,2022-04-01,ws,1
24864,0,710010043,2024-07-02,2025-06-30,1.0,762000.0,2024-06-01,ws,1
102,5,710010044,2010-01-01,2012-05-02,1.0,924000.0,2012-04-01,bdm,0
1300,0,710010044,2012-05-02,2014-05-02,1.0,924000.0,2012-04-01,ws,1
3757,0,710010044,2014-05-02,2016-05-02,1.0,894000.0,2014-04-01,ws,1
6341,0,710010044,2016-05-02,2018-05-02,1.0,873000.0,2016-04-01,ws,1
8970,0,710010044,2018-05-02,2019-11-02,1.0,842000.0,2018-04-01,ws,1
11480,0,710010044,2019-11-02,2020-05-02,1.0,847000.0,2019-10-01,ws,1
14113,0,710010044,2020-05-02,2022-05-02,1.0,847000.0,2020-04-01,ws,1
20779,0,710010044,2022-05-02,2024-07-02,1.0,830000.0,2022-04-01,ws,1
24865,0,710010044,2024-07-02,2025-06-30,1.0,830000.0,2024-06-01,ws,1
103,5,710010045,2010-01-01,2012-05-02,1.0,947000.0,2012-04-01,bdm,0
1301,0,710010045,2012-05-02,2014-05-02,1.0,947000.0,2012-04-01,ws,1
3758,0,710010045,2014-05-02,2016-05-02,1.0,895000.0,2014-04-01,ws,1
6342,0,710010045,2016-05-02,2018-05-02,1.0,862000.0,2016-04-01,ws,1
7604,9,710010045,2018-05-02,2025-06-30,,0.0,2018-04-01,aes,2
104,5,710010046,2010-01-01,2012-05-02,1.0,75700.0,2012-04-01,bdm,0
1302,0,710010046,2012-05-02,2014-05-02,1.0,75700.0,2012-04-01,ws,1
3759,0,710010046,2014-05-02,2016-05-02,1.0,71300.0,2014-04-01,ws,1
6343,0,710010046,2016-05-02,2018-05-02,1.0,69500.0,2016-04-01,ws,1
8971,0,710010046,2018-05-02,2019-11-02,1.0,69500.0,2018-04-01,ws,1
11481,0,710010046,2019-11-02,2020-05-02,1.0,70500.0,2019-10-01,ws,1
14114,0,710010046,2020-05-02,2022-05-02,1.0,70500.0,2020-04-01,ws,1
20780,0,710010046,2022-05-02,2024-07-02,1.0,68700.0,2022-04-01,ws,1
24866,0,710010046,2024-07-02,2025-06-30,1.0,66000.0,2024-06-01,ws,1
105,5,710010047,2010-01-01,2012-05-02,1.0,1430000.0,2012-04-01,bdm,0
1303,0,710010047,2012-05-02,2014-05-02,1.0,1430000.0,2012-04-01,ws,1
3760,0,710010047,2014-05-02,2016-05-02,1.0,1470000.0,2014-04-01,ws,1
6344,0,710010047,2016-05-02,2018-05-02,1.0,1470000.0,2016-04-01,ws,1
8972,0,710010047,2018-05-02,2019-11-02,1.0,1470000.0,2018-04-01,ws,1
11482,0,710010047,2019-11-02,2020-05-02,1.0,1500000.0,2019-10-01,ws,1
14115,0,710010047,2020-05-02,2022-05-02,1.0,1500000.0,2020-04-01,ws,1
20781,0,710010047,2022-05-02,2024-07-02,1.0,1500000.0,2022-04-01,ws,1
22185,9,710010047,2024-07-02,2025-06-30,,1500000.0,2024-06-01,aes,2
106,0,710010048,2010-01-01,2012-05-02,1.0,38400.0,2012-04-01,bdm,0
1304,0,710010048,2012-05-02,2014-05-02,1.0,38400.0,2012-04-01,ws,1
3761,0,710010048,2014-05-02,2016-05-02,1.0,39400.0,2014-04-01,ws,1
6345,0,710010048,2016-05-02,2018-05-02,1.0,38400.0,2016-04-01,ws,1
8973,0,710010048,2018-05-02,2019-11-02,1.0,38400.0,2018-04-01,ws,1
11483,0,710010048,2019-11-02,2020-05-02,1.0,39000.0,2019-10-01,ws,1
14116,0,710010048,2020-05-02,2022-05-02,1.0,38700.0,2020-04-01,ws,1
20782,0,710010048,2022-05-02,2024-07-02,1.0,38700.0,2022-04-01,ws,1
24867,0,710010048,2024-07-02,2025-06-30,1.0,38700.0,2024-06-01,ws,1
107,0,710010049,2010-01-01,2012-05-02,1.0,10700.0,2012-04-01,bdm,0
1305,0,710010049,2012-05-02,2014-05-02,1.0,10700.0,2012-04-01,ws,1
3762,0,710010049,2014-05-02,2016-05-02,1.0,11000.0,2014-04-01,ws,1
6346,0,710010049,2016-05-02,2018-05-02,1.0,10700.0,2016-04-01,ws,1
8974,0,710010049,2018-05-02,2019-11-02,1.0,10600.0,2018-04-01,ws,1
11484,0,710010049,2019-11-02,2020-05-02,1.0,10700.0,2019-10-01,ws,1
14117,0,710010049,2020-05-02,2022-05-02,1.0,10700.0,2020-04-01,ws,1
20783,0,710010049,2022-05-02,2024-07-02,1.0,10700.0,2022-04-01,ws,1
24868,0,710010049,2024-07-02,2025-06-30,1.0,10300.0,2024-06-01,ws,1
108,0,710010050,2010-01-01,2012-05-02,1.0,2680.0,2012-04-01,bdm,0
1306,0,710010050,2012-05-02,2014-05-02,1.0,2680.0,2012-04-01,ws,1
3763,0,710010050,2014-05-02,2016-05-02,1.0,2750.0,2014-04-01,ws,1
6347,0,710010050,2016-05-02,2018-05-02,1.0,2730.0,2016-04-01,ws,1
8975,0,710010050,2018-05-02,2019-11-02,1.0,2700.0,2018-04-01,ws,1
11485,0,710010050,2019-11-02,2020-05-02,1.0,2740.0,2019-10-01,ws,1
14118,0,710010050,2020-05-02,2022-05-02,1.0,2740.0,2020-04-01,ws,1
20784,0,710010050,2022-05-02,2024-07-02,1.0,2740.0,2022-04-01,ws,1
24869,0,710010050,2024-07-02,2025-06-30,1.0,2660.0,2024-06-01,ws,1
109,0,710010051,2010-01-01,2012-05-02,1.0,7710.0,2012-04-01,bdm,0
1307,0,710010051,2012-05-02,2014-05-02,1.0,7710.0,2012-04-01,ws,1
3764,0,710010051,2014-05-02,2016-05-02,1.0,7930.0,2014-04-01,ws,1
6348,0,710010051,2016-05-02,2018-05-02,1.0,7880.0,2016-04-01,ws,1
8976,0,710010051,2018-05-02,2019-11-02,1.0,7790.0,2018-04-01,ws,1
11486,0,710010051,2019-11-02,2020-05-02,1.0,7870.0,2019-10-01,ws,1
14119,0,710010051,2020-05-02,2022-05-02,1.0,7840.0,2020-04-01,ws,1
20785,0,710010051,2022-05-02,2024-07-02,1.0,7840.0,2022-04-01,ws,1
24870,0,710010051,2024-07-02,2025-06-30,1.0,7530.0,2024-06-01,ws,1
110,0,710010052,2010-01-01,2012-05-02,1.0,4560.0,2012-04-01,bdm,0
1308,0,710010052,2012-05-02,2014-05-02,1.0,4560.0,2012-04-01,ws,1
3765,0,710010052,2014-05-02,2016-05-02,1.0,4690.0,2014-04-01,ws,1
6349,0,710010052,2016-05-02,2018-05-02,1.0,4400.0,2016-04-01,ws,1
8977,0,710010052,2018-05-02,2019-11-02,1.0,4400.0,2018-04-01,ws,1
11487,0,710010052,2019-11-02,2020-05-02,1.0,4480.0,2019-10-01,ws,1
14120,0,710010052,2020-05-02,2022-05-02,1.0,4480.0,2020-04-01,ws,1
20786,0,710010052,2022-05-02,2024-07-02,1.0,4480.0,2022-04-01,ws,1
24871,0,710010052,2024-07-02,2025-06-30,1.0,4480.0,2024-06-01,ws,1
111,5,710010053,2010-01-01,2012-05-02,1.0,1630000.0,2012-04-01,bdm,0
1309,0,710010053,2012-05-02,2014-05-02,1.0,1630000.0,2012-04-01,ws,1
2616,5,710010053,2014-05-02,2015-02-02,1.0,1620000.0,2014-04-01,ws,1
2344,5,710010053,2015-02-02,2015-05-02,,1500000.0,2015-01-01,ws,1
3766,0,710010053,2015-05-02,2016-05-02,1.0,1390000.0,2015-04-01,ws,1
6350,0,710010053,2016-05-02,2018-05-02,1.0,1390000.0,2016-04-01,ws,1
8978,0,710010053,2018-05-02,2019-11-02,1.0,1390000.0,2018-04-01,ws,1
11488,0,710010053,2019-11-02,2020-05-02,1.0,1420000.0,2019-10-01,ws,1
14121,0,710010053,2020-05-02,2022-05-02,1.0,1420000.0,2020-04-01,ws,1
20787,0,710010053,2022-05-02,2024-07-02,1.0,1420000.0,2022-04-01,ws,1
24872,0,710010053,2024-07-02,2025-06-30,1.0,1420000.0,2024-06-01,ws,1
112,5,710010054,2010-01-01,2012-05-02,1.0,69100.0,2012-04-01,bdm,0
1310,0,710010054,2012-05-02,2014-05-02,1.0,69100.0,2012-04-01,ws,1
3767,0,710010054,2014-05-02,2016-05-02,1.0,71000.0,2014-04-01,ws,1
6351,0,710010054,2016-05-02,2018-05-02,1.0,71000.0,2016-04-01,ws,1
8979,0,710010054,2018-05-02,2019-11-02,1.0,71000.0,2018-04-01,ws,1
11489,0,710010054,2019-11-02,2020-05-02,1.0,72300.0,2019-10-01,ws,1
14122,0,710010054,2020-05-02,2022-05-02,1.0,72300.0,2020-04-01,ws,1
20788,0,710010054,2022-05-02,2024-07-02,1.0,72300.0,2022-04-01,ws,1
22192,9,710010054,2024-07-02,2025-06-30,,72300.0,2024-06-01,aes,2
113,0,710010055,2010-01-01,2012-05-02,1.0,809000.0,2012-04-01,bdm,0
1311,0,710010055,2012-05-02,2014-05-02,1.0,809000.0,2012-04-01,ws,1
3768,0,710010055,2014-05-02,2016-05-02,1.0,791000.0,2014-04-01,ws,1
6352,0,710010055,2016-05-02,2018-05-02,1.0,791000.0,2016-04-01,ws,1
8980,0,710010055,2018-05-02,2019-11-02,1.0,772000.0,2018-04-01,ws,1
11490,0,710010055,2019-11-02,2020-05-02,1.0,786000.0,2019-10-01,ws,1
14123,0,710010055,2020-05-02,2022-05-02,1.0,786000.0,2020-04-01,ws,1
20789,0,710010055,2022-05-02,2024-07-02,1.0,772000.0,2022-04-01,ws,1
24873,0,710010055,2024-07-02,2025-06-30,1.0,772000.0,2024-06-01,ws,1
114,0,710010056,2010-01-01,2012-05-02,1.0,59490.0,2012-04-01,bdm,0
1312,0,710010056,2012-05-02,2014-05-02,1.0,59490.0,2012-04-01,ws,1
3769,0,710010056,2014-05-02,2016-05-02,1.0,61080.0,2014-04-01,ws,1
6353,0,710010056,2016-05-02,2018-05-02,1.0,59710.0,2016-04-01,ws,1
8981,0,710010056,2018-05-02,2019-11-02,1.0,59490.0,2018-04-01,ws,1
11491,0,710010056,2019-11-02,2020-05-02,1.0,60310.0,2019-10-01,ws,1
14124,0,710010056,2020-05-02,2022-05-02,1.0,59980.0,2020-04-01,ws,1
20790,0,710010056,2022-05-02,2024-07-02,1.0,59980.0,2022-04-01,ws,1
24874,0,710010056,2024-07-02,2025-06-30,1.0,59190.0,2024-06-01,ws,1
115,0,710010057,2010-01-01,2012-05-02,1.0,4560.0,2012-04-01,bdm,0
1313,0,710010057,2012-05-02,2014-05-02,1.0,4560.0,2012-04-01,ws,1
3770,0,710010057,2014-05-02,2016-05-02,1.0,4690.0,2014-04-01,ws,1
6354,0,710010057,2016-05-02,2018-05-02,1.0,4400.0,2016-04-01,ws,1
8982,0,710010057,2018-05-02,2019-11-02,1.0,4400.0,2018-04-01,ws,1
11492,0,710010057,2019-11-02,2020-05-02,1.0,4480.0,2019-10-01,ws,1
14125,0,710010057,2020-05-02,2022-05-02,1.0,4480.0,2020-04-01,ws,1
20791,0,710010057,2022-05-02,2024-07-02,1.0,4480.0,2022-04-01,ws,1
24875,0,710010057,2024-07-02,2025-06-30,1.0,4480.0,2024-06-01,ws,1
116,0,710010058,2010-01-01,2012-05-02,1.0,13380.0,2012-04-01,bdm,0
1314,0,710010058,2012-05-02,2014-05-02,1.0,13380.0,2012-04-01,ws,1
3771,0,710010058,2014-05-02,2016-05-02,1.0,13750.0,2014-04-01,ws,1
6355,0,710010058,2016-05-02,2018-05-02,1.0,13430.0,2016-04-01,ws,1
8983,0,710010058,2018-05-02,2019-11-02,1.0,13300.0,2018-04-01,ws,1
11493,0,710010058,2019-11-02,2020-05-02,1.0,13440.0,2019-10-01,ws,1
14126,0,710010058,2020-05-02,2022-05-02,1.0,13440.0,2020-04-01,ws,1
20792,0,710010058,2022-05-02,2024-07-02,1.0,13440.0,2022-04-01,ws,1
24876,0,710010058,2024-07-02,2025-06-30,1.0,12960.0,2024-06-01,ws,1
117,5,710010059,2010-01-01,2012-05-02,1.0,4090000.0,2012-04-01,bdm,0
117,5,710010059,2012-05-02,2012-08-02,1.0,4090000.0,2012-04-01,ws,1
1018,5,710010059,2012-08-02,2013-11-02,,4090000.0,2012-07-01,ws,1
1315,0,710010059,2013-11-02,2014-05-02,1.0,4090000.0,2013-10-01,ws,1
3772,0,710010059,2014-05-02,2016-05-02,1.0,4040000.0,2014-04-01,ws,1
6356,0,710010059,2016-05-02,2018-05-02,1.0,4000000.0,2016-04-01,ws,1
8984,0,710010059,2018-05-02,2019-11-02,1.0,3630000.0,2018-04-01,ws,1
11494,0,710010059,2019-11-02,2020-05-02,1.0,3680000.0,2019-10-01,ws,1
14127,0,710010059,2020-05-02,2022-05-02,1.0,3590000.0,2020-04-01,ws,1
20793,0,710010059,2022-05-02,2024-07-02,1.0,3540000.0,2022-04-01,ws,1
24877,0,710010059,2024-07-02,2025-06-30,1.0,3090000.0,2024-06-01,ws,1
118,0,710010060,2010-01-01,2012-05-02,1.0,14800.0,2012-04-01,bdm,0
1316,0,710010060,2012-05-02,2014-05-02,1.0,14800.0,2012-04-01,ws,1
3773,0,710010060,2014-05-02,2016-05-02,1.0,15200.0,2014-04-01,ws,1
6357,0,710010060,2016-05-02,2018-05-02,1.0,15200.0,2016-04-01,ws,1
8985,0,710010060,2018-05-02,2019-11-02,1.0,15200.0,2018-04-01,ws,1
11495,0,710010060,2019-11-02,2020-05-02,1.0,15400.0,2019-10-01,ws,1
14128,0,710010060,2020-05-02,2022-05-02,1.0,15400.0,2020-04-01,ws,1
20794,0,710010060,2022-05-02,2024-07-02,1.0,15400.0,2022-04-01,ws,1
24878,0,710010060,2024-07-02,2025-06-30,1.0,15400.0,2024-06-01,ws,1
119,5,710010061,2010-01-01,2012-05-02,1.0,1520000.0,2012-04-01,bdm,0
1317,0,710010061,2012-05-02,2014-05-02,1.0,1520000.0,2012-04-01,ws,1
2624,5,710010061,2014-05-02,2014-08-02,1.0,1510000.0,2014-04-01,ws,1
2289,5,710010061,2014-08-02,2015-02-02,,1510000.0,2014-07-01,ws,1
2345,5,710010061,2015-02-02,2015-05-02,,1410000.0,2015-01-01,ws,1
3774,0,710010061,2015-05-02,2016-05-02,1.0,1310000.0,2015-04-01,ws,1
6358,0,710010061,2016-05-02,2018-05-02,1.0,1310000.0,2016-04-01,ws,1
8986,0,710010061,2018-05-02,2019-11-02,1.0,1300000.0,2018-04-01,ws,1
11496,0,710010061,2019-11-02,2020-05-02,1.0,1320000.0,2019-10-01,ws,1
14129,0,710010061,2020-05-02,2022-05-02,1.0,1320000.0,2020-04-01,ws,1
20795,0,710010061,2022-05-02,2024-07-02,1.0,1320000.0,2022-04-01,ws,1
24879,0,710010061,2024-07-02,2025-06-30,1.0,1320000.0,2024-06-01,ws,1
120,0,710010062,2010-01-01,2012-05-02,1.0,286000.0,2012-04-01,bdm,0
1318,0,710010062,2012-05-02,2014-05-02,1.0,286000.0,2012-04-01,ws,1
3775,0,710010062,2014-05-02,2016-05-02,1.0,294000.0,2014-04-01,ws,1
6359,0,710010062,2016-05-02,2018-05-02,1.0,294000.0,2016-04-01,ws,1
8987,0,710010062,2018-05-02,2019-11-02,1.0,294000.0,2018-04-01,ws,1
11497,0,710010062,2019-11-02,2020-05-02,1.0,299000.0,2019-10-01,ws,1
14130,0,710010062,2020-05-02,2022-05-02,1.0,299000.0,2020-04-01,ws,1
20796,0,710010062,2022-05-02,2024-07-02,1.0,299000.0,2022-04-01,ws,1
24880,0,710010062,2024-07-02,2025-06-30,1.0,299000.0,2024-06-01,ws,1
121,5,710010063,2010-01-01,2012-05-02,1.0,36100.0,2012-04-01,bdm,0
1319,0,710010063,2012-05-02,2014-05-02,1.0,36100.0,2012-04-01,ws,1
3776,0,710010063,2014-05-02,2016-05-02,1.0,36200.0,2014-04-01,ws,1
6360,0,710010063,2016-05-02,2018-05-02,1.0,36000.0,2016-04-01,ws,1
8988,0,710010063,2018-05-02,2019-11-02,1.0,34900.0,2018-04-01,ws,1
11498,0,710010063,2019-11-02,2020-05-02,1.0,35500.0,2019-10-01,ws,1
14131,0,710010063,2020-05-02,2022-05-02,1.0,35200.0,2020-04-01,ws,1
20797,0,710010063,2022-05-02,2024-07-02,1.0,35200.0,2022-04-01,ws,1
24881,0,710010063,2024-07-02,2025-06-30,1.0,35100.0,2024-06-01,ws,1
122,0,710010064,2010-01-01,2012-05-02,1.0,7700.0,2012-04-01,bdm,0
1320,0,710010064,2012-05-02,2014-05-02,1.0,7700.0,2012-04-01,ws,1
3777,0,710010064,2014-05-02,2016-05-02,1.0,7790.0,2014-04-01,ws,1
6361,0,710010064,2016-05-02,2018-05-02,1.0,7740.0,2016-04-01,ws,1
8989,0,710010064,2018-05-02,2019-11-02,1.0,7680.0,2018-04-01,ws,1
11499,0,710010064,2019-11-02,2020-05-02,1.0,7820.0,2019-10-01,ws,1
14132,0,710010064,2020-05-02,2022-05-02,1.0,7230.0,2020-04-01,ws,1
20798,0,710010064,2022-05-02,2024-07-02,1.0,5880.0,2022-04-01,ws,1
24882,0,710010064,2024-07-02,2025-06-30,1.0,5270.0,2024-06-01,ws,1
123,5,710010065,2010-01-01,2012-05-02,1.0,1000000.0,2012-04-01,bdm,0
123,5,710010065,2012-05-02,2012-11-02,1.0,1000000.0,2012-04-01,ws,1
1321,0,710010065,2012-11-02,2014-05-02,1.0,1000000.0,2012-10-01,ws,1
3778,0,710010065,2014-05-02,2016-05-02,1.0,827000.0,2014-04-01,ws,1
6362,0,710010065,2016-05-02,2018-05-02,1.0,739000.0,2016-04-01,ws,1
8990,0,710010065,2018-05-02,2019-11-02,1.0,831000.0,2018-04-01,ws,1
11500,0,710010065,2019-11-02,2020-05-02,1.0,763000.0,2019-10-01,ws,1
14133,0,710010065,2020-05-02,2022-05-02,1.0,720000.0,2020-04-01,ws,1
20799,0,710010065,2022-05-02,2024-07-02,1.0,593000.0,2022-04-01,ws,1
24883,0,710010065,2024-07-02,2025-06-30,1.0,516000.0,2024-06-01,ws,1
124,5,710010066,2010-01-01,2012-05-02,1.0,70900.0,2012-04-01,bdm,0
1322,0,710010066,2012-05-02,2014-05-02,1.0,70900.0,2012-04-01,ws,1
3779,0,710010066,2014-05-02,2016-05-02,1.0,69000.0,2014-04-01,ws,1
6363,0,710010066,2016-05-02,2018-05-02,1.0,68300.0,2016-04-01,ws,1
8991,0,710010066,2018-05-02,2019-11-02,1.0,66900.0,2018-04-01,ws,1
11501,0,710010066,2019-11-02,2020-05-02,1.0,67400.0,2019-10-01,ws,1
14134,0,710010066,2020-05-02,2022-05-02,1.0,67400.0,2020-04-01,ws,1
20800,0,710010066,2022-05-02,2024-07-02,1.0,67300.0,2022-04-01,ws,1
24884,0,710010066,2024-07-02,2025-06-30,1.0,67300.0,2024-06-01,ws,1
125,5,710010067,2010-01-01,2012-05-02,1.0,110000.0,2012-04-01,bdm,0
1323,0,710010067,2012-05-02,2014-05-02,1.0,110000.0,2012-04-01,ws,1
3780,0,710010067,2014-05-02,2016-05-02,1.0,110000.0,2014-04-01,ws,1
6364,0,710010067,2016-05-02,2018-05-02,1.0,109000.0,2016-04-01,ws,1
8992,0,710010067,2018-05-02,2019-11-02,1.0,108000.0,2018-04-01,ws,1
11502,0,710010067,2019-11-02,2020-05-02,1.0,108000.0,2019-10-01,ws,1
14135,0,710010067,2020-05-02,2022-05-02,1.0,108000.0,2020-04-01,ws,1
20801,0,710010067,2022-05-02,2024-07-02,1.0,108000.0,2022-04-01,ws,1
24885,0,710010067,2024-07-02,2025-06-30,1.0,108000.0,2024-06-01,ws,1
126,0,710010068,2010-01-01,2012-05-02,1.0,77200.0,2012-04-01,bdm,0
126,0,710010068,2012-05-02,2014-02-02,1.0,77200.0,2012-04-01,ws,1
1324,5,710010068,2014-02-02,2014-05-02,1.0,77200.0,2014-01-01,ws,1
3781,0,710010068,2014-05-02,2016-05-02,1.0,79400.0,2014-04-01,ws,1
6365,0,710010068,2016-05-02,2018-05-02,1.0,79200.0,2016-04-01,ws,1
8993,0,710010068,2018-05-02,2019-11-02,1.0,75100.0,2018-04-01,ws,1
11503,0,710010068,2019-11-02,2020-05-02,1.0,76500.0,2019-10-01,ws,1
14136,0,710010068,2020-05-02,2022-05-02,1.0,76500.0,2020-04-01,ws,1
20802,0,710010068,2022-05-02,2024-07-02,1.0,76500.0,2022-04-01,ws,1
24886,0,710010068,2024-07-02,2025-06-30,1.0,76500.0,2024-06-01,ws,1
127,0,710010069,2010-01-01,2012-05-02,1.0,1930.0,2012-04-01,bdm,0
1325,0,710010069,2012-05-02,2014-05-02,1.0,1930.0,2012-04-01,ws,1
3782,0,710010069,2014-05-02,2016-05-02,1.0,1880.0,2014-04-01,ws,1
6366,0,710010069,2016-05-02,2018-05-02,1.0,1490.0,2016-04-01,ws,1
8994,0,710010069,2018-05-02,2019-11-02,1.0,1490.0,2018-04-01,ws,1
11504,0,710010069,2019-11-02,2020-05-02,1.0,1520.0,2019-10-01,ws,1
14137,0,710010069,2020-05-02,2022-05-02,1.0,1520.0,2020-04-01,ws,1
20803,0,710010069,2022-05-02,2024-07-02,1.0,1520.0,2022-04-01,ws,1
24887,0,710010069,2024-07-02,2025-06-30,1.0,1400.0,2024-06-01,ws,1
128,0,710010070,2010-01-01,2012-05-02,1.0,400.0,2012-04-01,bdm,0
1326,0,710010070,2012-05-02,2014-05-02,1.0,400.0,2012-04-01,ws,1
3783,0,710010070,2014-05-02,2016-05-02,1.0,411.0,2014-04-01,ws,1
6367,0,710010070,2016-05-02,2018-05-02,1.0,411.0,2016-04-01,ws,1
8995,0,710010070,2018-05-02,2019-11-02,1.0,411.0,2018-04-01,ws,1
11505,0,710010070,2019-11-02,2020-05-02,1.0,419.0,2019-10-01,ws,1
14138,0,710010070,2020-05-02,2022-05-02,1.0,419.0,2020-04-01,ws,1
20804,0,710010070,2022-05-02,2024-07-02,1.0,419.0,2022-04-01,ws,1
24888,0,710010070,2024-07-02,2025-06-30,1.0,419.0,2024-06-01,ws,1
129,0,710010071,2010-01-01,2012-05-02,1.0,400.0,2012-04-01,bdm,0
1327,0,710010071,2012-05-02,2014-05-02,1.0,400.0,2012-04-01,ws,1
3784,0,710010071,2014-05-02,2016-05-02,1.0,411.0,2014-04-01,ws,1
6368,0,710010071,2016-05-02,2018-05-02,1.0,406.0,2016-04-01,ws,1
8996,0,710010071,2018-05-02,2019-11-02,1.0,406.0,2018-04-01,ws,1
11506,0,710010071,2019-11-02,2020-05-02,1.0,414.0,2019-10-01,ws,1
14139,0,710010071,2020-05-02,2022-05-02,1.0,414.0,2020-04-01,ws,1
20805,0,710010071,2022-05-02,2024-07-02,1.0,414.0,2022-04-01,ws,1
24889,0,710010071,2024-07-02,2025-06-30,1.0,414.0,2024-06-01,ws,1
130,0,710010072,2010-01-01,2012-05-02,1.0,90.0,2012-04-01,bdm,0
1328,0,710010072,2012-05-02,2014-05-02,1.0,90.0,2012-04-01,ws,1
3785,0,710010072,2014-05-02,2016-05-02,1.0,92.0,2014-04-01,ws,1
6369,0,710010072,2016-05-02,2018-05-02,1.0,92.0,2016-04-01,ws,1
8997,0,710010072,2018-05-02,2019-11-02,1.0,92.0,2018-04-01,ws,1
11507,0,710010072,2019-11-02,2020-05-02,1.0,94.0,2019-10-01,ws,1
14140,0,710010072,2020-05-02,2022-05-02,1.0,94.0,2020-04-01,ws,1
20806,0,710010072,2022-05-02,2024-07-02,1.0,94.0,2022-04-01,ws,1
24890,0,710010072,2024-07-02,2025-06-30,1.0,94.0,2024-06-01,ws,1
131,0,710010073,2010-01-01,2012-05-02,1.0,140.0,2012-04-01,bdm,0
1329,0,710010073,2012-05-02,2014-05-02,1.0,140.0,2012-04-01,ws,1
3786,0,710010073,2014-05-02,2016-05-02,1.0,144.0,2014-04-01,ws,1
6370,0,710010073,2016-05-02,2018-05-02,1.0,144.0,2016-04-01,ws,1
8998,0,710010073,2018-05-02,2019-11-02,1.0,144.0,2018-04-01,ws,1
11508,0,710010073,2019-11-02,2020-05-02,1.0,147.0,2019-10-01,ws,1
14141,0,710010073,2020-05-02,2022-05-02,1.0,147.0,2020-04-01,ws,1
20807,0,710010073,2022-05-02,2024-07-02,1.0,147.0,2022-04-01,ws,1
24891,0,710010073,2024-07-02,2025-06-30,1.0,147.0,2024-06-01,ws,1
132,0,710010074,2010-01-01,2012-05-02,1.0,90.0,2012-04-01,bdm,0
1330,0,710010074,2012-05-02,2014-05-02,1.0,90.0,2012-04-01,ws,1
3787,0,710010074,2014-05-02,2016-05-02,1.0,92.0,2014-04-01,ws,1
6371,0,710010074,2016-05-02,2018-05-02,1.0,92.0,2016-04-01,ws,1
8999,0,710010074,2018-05-02,2019-11-02,1.0,92.0,2018-04-01,ws,1
11509,0,710010074,2019-11-02,2020-05-02,1.0,94.0,2019-10-01,ws,1
14142,0,710010074,2020-05-02,2022-05-02,1.0,94.0,2020-04-01,ws,1
20808,0,710010074,2022-05-02,2024-07-02,1.0,94.0,2022-04-01,ws,1
24892,0,710010074,2024-07-02,2025-06-30,1.0,94.0,2024-06-01,ws,1
133,0,710010075,2010-01-01,2012-05-02,1.0,140.0,2012-04-01,bdm,0
1331,0,710010075,2012-05-02,2014-05-02,1.0,140.0,2012-04-01,ws,1
3788,0,710010075,2014-05-02,2016-05-02,1.0,144.0,2014-04-01,ws,1
