,c0,c2,t1,t2,pointlab,point,ymd,tag,ind
12173,0,729030000,2019-11-02,2020-05-02,1.0,77000.0,2019-10-01,ws,1
14853,0,729030000,2020-05-02,2022-05-02,1.0,77000.0,2020-04-01,ws,1
21547,0,729030000,2022-05-02,2024-07-02,1.0,68700.0,2022-04-01,ws,1
25618,0,729030000,2024-07-02,2025-06-30,1.0,68700.0,2024-06-01,ws,1
517,5,729040000,2010-01-01,2012-05-02,1.0,31600.0,2012-04-01,bdm,0
1794,0,729040000,2012-05-02,2014-05-02,1.0,31600.0,2012-04-01,ws,1
4370,0,729040000,2014-05-02,2016-05-02,1.0,30800.0,2014-04-01,ws,1
7041,0,729040000,2016-05-02,2018-05-02,1.0,29600.0,2016-04-01,ws,1
9661,0,729040000,2018-05-02,2019-11-02,1.0,29600.0,2018-04-01,ws,1
12174,0,729040000,2019-11-02,2020-05-02,1.0,30100.0,2019-10-01,ws,1
14854,0,729040000,2020-05-02,2022-05-02,1.0,30100.0,2020-04-01,ws,1
21548,0,729040000,2022-05-02,2024-07-02,1.0,30000.0,2022-04-01,ws,1
25619,0,729040000,2024-07-02,2025-06-30,1.0,29900.0,2024-06-01,ws,1
518,5,729060000,2010-01-01,2012-05-02,1.0,70600.0,2012-04-01,bdm,0
518,5,729060000,2012-05-02,2013-02-02,1.0,70600.0,2012-04-01,ws,1
1067,5,729060000,2013-02-02,2013-05-02,,63200.0,2013-01-01,ws,1
1795,0,729060000,2013-05-02,2014-05-02,1.0,55800.0,2013-04-01,ws,1
4371,0,729060000,2014-05-02,2016-05-02,1.0,53600.0,2014-04-01,ws,1
7042,0,729060000,2016-05-02,2018-05-02,1.0,53500.0,2016-04-01,ws,1
9662,0,729060000,2018-05-02,2019-11-02,1.0,50400.0,2018-04-01,ws,1
12175,0,729060000,2019-11-02,2020-05-02,1.0,51300.0,2019-10-01,ws,1
14855,0,729060000,2020-05-02,2022-05-02,1.0,51300.0,2020-04-01,ws,1
21549,0,729060000,2022-05-02,2024-07-02,1.0,51300.0,2022-04-01,ws,1
25620,0,729060000,2024-07-02,2025-06-30,1.0,51300.0,2024-06-01,ws,1
519,5,729070000,2010-01-01,2012-05-02,1.0,66300.0,2012-04-01,bdm,0
1796,0,729070000,2012-05-02,2014-05-02,1.0,66300.0,2012-04-01,ws,1
4372,0,729070000,2014-05-02,2016-05-02,1.0,66000.0,2014-04-01,ws,1
5757,9,729070000,2016-05-02,2025-06-30,,0.0,2016-04-01,aes,2
520,5,729080000,2010-01-01,2012-05-02,1.0,104000.0,2012-04-01,bdm,0
1797,0,729080000,2012-05-02,2014-05-02,1.0,104000.0,2012-04-01,ws,1
3163,5,729080000,2014-05-02,2015-02-02,1.0,105000.0,2014-04-01,ws,1
2359,5,729080000,2015-02-02,2015-05-02,,102000.0,2015-01-01,ws,1
4373,0,729080000,2015-05-02,2016-05-02,1.0,98100.0,2015-04-01,ws,1
7043,0,729080000,2016-05-02,2018-05-02,1.0,95400.0,2016-04-01,ws,1
9663,0,729080000,2018-05-02,2019-11-02,1.0,90800.0,2018-04-01,ws,1
12176,0,729080000,2019-11-02,2020-05-02,1.0,92400.0,2019-10-01,ws,1
14856,0,729080000,2020-05-02,2022-05-02,1.0,91900.0,2020-04-01,ws,1
21550,0,729080000,2022-05-02,2024-07-02,1.0,91900.0,2022-04-01,ws,1
25621,0,729080000,2024-07-02,2025-06-30,1.0,86700.0,2024-06-01,ws,1
521,0,729090000,2010-01-01,2012-05-02,1.0,106000.0,2012-04-01,bdm,0
1798,0,729090000,2012-05-02,2014-05-02,1.0,106000.0,2012-04-01,ws,1
4374,0,729090000,2014-05-02,2016-05-02,1.0,109000.0,2014-04-01,ws,1
5759,9,729090000,2016-05-02,2025-06-30,,0.0,2016-04-01,aes,2
522,5,729100000,2010-01-01,2012-05-02,1.0,38100.0,2012-04-01,bdm,0
522,5,729100000,2012-05-02,2013-02-02,1.0,38100.0,2012-04-01,ws,1
1068,5,729100000,2013-02-02,2013-05-02,,34100.0,2013-01-01,ws,1
1799,0,729100000,2013-05-02,2014-05-02,1.0,30100.0,2013-04-01,ws,1
4375,0,729100000,2014-05-02,2016-05-02,1.0,29200.0,2014-04-01,ws,1
7044,0,729100000,2016-05-02,2018-05-02,1.0,29100.0,2016-04-01,ws,1
9664,0,729100000,2018-05-02,2019-11-02,1.0,27700.0,2018-04-01,ws,1
12177,0,729100000,2019-11-02,2020-05-02,1.0,28200.0,2019-10-01,ws,1
14857,0,729100000,2020-05-02,2022-05-02,1.0,28200.0,2020-04-01,ws,1
21551,0,729100000,2022-05-02,2024-07-02,1.0,28200.0,2022-04-01,ws,1
25622,0,729100000,2024-07-02,2025-06-30,1.0,28200.0,2024-06-01,ws,1
523,5,729110000,2010-01-01,2012-05-02,1.0,31600.0,2012-04-01,bdm,0
1800,0,729110000,2012-05-02,2014-05-02,1.0,31600.0,2012-04-01,ws,1
4376,0,729110000,2014-05-02,2016-05-02,1.0,31000.0,2014-04-01,ws,1
5761,9,729110000,2016-05-02,2025-06-30,,0.0,2016-04-01,aes,2
524,5,729120000,2010-01-01,2012-05-02,1.0,82800.0,2012-04-01,bdm,0
524,5,729120000,2012-05-02,2013-02-02,1.0,82800.0,2012-04-01,ws,1
1069,5,729120000,2013-02-02,2013-05-02,,74100.0,2013-01-01,ws,1
1801,0,729120000,2013-05-02,2014-05-02,1.0,65400.0,2013-04-01,ws,1
4377,0,729120000,2014-05-02,2016-05-02,1.0,62000.0,2014-04-01,ws,1
7045,0,729120000,2016-05-02,2018-05-02,1.0,60500.0,2016-04-01,ws,1
9665,0,729120000,2018-05-02,2019-11-02,1.0,58800.0,2018-04-01,ws,1
12178,0,729120000,2019-11-02,2020-05-02,1.0,59800.0,2019-10-01,ws,1
13446,5,729120000,2020-05-02,2021-02-02,1.0,56800.0,2020-04-01,ws,1
13971,5,729120000,2021-02-02,2021-05-02,,50800.0,2021-01-01,ws,1
13996,5,729120000,2021-05-02,2022-02-02,,44900.0,2021-04-01,ws,1
14858,5,729120000,2022-02-02,2022-05-02,1.0,38900.0,2022-01-01,ws,1
21552,0,729120000,2022-05-02,2024-07-02,1.0,29900.0,2022-04-01,ws,1
24291,0,729120000,2024-07-02,2025-04-02,1.0,29000.0,2024-06-01,ws,1
22063,5,729120000,2025-04-02,2025-07-02,,27200.0,2025-03-01,ws,1
525,5,729130000,2010-01-01,2012-05-02,1.0,8510.0,2012-04-01,bdm,0
1802,0,729130000,2012-05-02,2014-05-02,1.0,8510.0,2012-04-01,ws,1
4378,0,729130000,2014-05-02,2016-05-02,1.0,8180.0,2014-04-01,ws,1
7046,0,729130000,2016-05-02,2018-05-02,1.0,7560.0,2016-04-01,ws,1
9666,0,729130000,2018-05-02,2019-11-02,1.0,7190.0,2018-04-01,ws,1
12179,0,729130000,2019-11-02,2020-05-02,1.0,7320.0,2019-10-01,ws,1
14859,0,729130000,2020-05-02,2022-05-02,1.0,7050.0,2020-04-01,ws,1
21553,0,729130000,2022-05-02,2024-07-02,1.0,7050.0,2022-04-01,ws,1
25624,0,729130000,2024-07-02,2025-06-30,1.0,6900.0,2024-06-01,ws,1
526,5,729140000,2010-01-01,2012-05-02,1.0,4200.0,2012-04-01,bdm,0
1803,0,729140000,2012-05-02,2014-05-02,1.0,4200.0,2012-04-01,ws,1
4379,0,729140000,2014-05-02,2016-05-02,1.0,4180.0,2014-04-01,ws,1
5764,9,729140000,2016-05-02,2025-06-30,,0.0,2016-04-01,aes,2
527,5,729180000,2010-01-01,2012-05-02,1.0,512.0,2012-04-01,bdm,0
1804,0,729180000,2012-05-02,2014-05-02,1.0,512.0,2012-04-01,ws,1
4380,0,729180000,2014-05-02,2016-05-02,1.0,473.0,2014-04-01,ws,1
7047,0,729180000,2016-05-02,2018-05-02,1.0,458.0,2016-04-01,ws,1
9667,0,729180000,2018-05-02,2019-11-02,1.0,458.0,2018-04-01,ws,1
12180,0,729180000,2019-11-02,2020-05-02,1.0,466.0,2019-10-01,ws,1
14860,0,729180000,2020-05-02,2022-05-02,1.0,466.0,2020-04-01,ws,1
21554,0,729180000,2022-05-02,2024-07-02,1.0,466.0,2022-04-01,ws,1
25625,0,729180000,2024-07-02,2025-06-30,1.0,466.0,2024-06-01,ws,1
528,5,729200000,2010-01-01,2012-05-02,1.0,49000.0,2012-04-01,bdm,0
528,5,729200000,2012-05-02,2013-02-02,1.0,49000.0,2012-04-01,ws,1
1070,5,729200000,2013-02-02,2013-05-02,,47200.0,2013-01-01,ws,1
1805,0,729200000,2013-05-02,2014-05-02,1.0,45300.0,2013-04-01,ws,1
4381,0,729200000,2014-05-02,2016-05-02,1.0,44300.0,2014-04-01,ws,1
5766,5,729200000,2016-05-02,2017-02-02,1.0,42600.0,2016-04-01,ws,1
4912,5,729200000,2017-02-02,2017-05-02,,39300.0,2017-01-01,ws,1
7048,0,729200000,2017-05-02,2018-05-02,1.0,35900.0,2017-04-01,ws,1
9668,0,729200000,2018-05-02,2019-11-02,1.0,35900.0,2018-04-01,ws,1
12181,0,729200000,2019-11-02,2020-05-02,1.0,36600.0,2019-10-01,ws,1
14861,0,729200000,2020-05-02,2022-05-02,1.0,36600.0,2020-04-01,ws,1
21555,0,729200000,2022-05-02,2024-07-02,1.0,36500.0,2022-04-01,ws,1
25626,0,729200000,2024-07-02,2025-06-30,1.0,36500.0,2024-06-01,ws,1
529,5,729240000,2010-01-01,2012-05-02,1.0,40000.0,2012-04-01,bdm,0
1806,0,729240000,2012-05-02,2014-05-02,1.0,40000.0,2012-04-01,ws,1
3172,5,729240000,2014-05-02,2014-08-02,1.0,39500.0,2014-04-01,ws,1
4382,0,729240000,2014-08-02,2016-05-02,1.0,39500.0,2014-07-01,ws,1
7049,0,729240000,2016-05-02,2018-05-02,1.0,38400.0,2016-04-01,ws,1
9669,0,729240000,2018-05-02,2019-11-02,1.0,38600.0,2018-04-01,ws,1
12182,0,729240000,2019-11-02,2020-05-02,1.0,37500.0,2019-10-01,ws,1
14862,0,729240000,2020-05-02,2022-05-02,1.0,37500.0,2020-04-01,ws,1
21556,0,729240000,2022-05-02,2024-07-02,1.0,37000.0,2022-04-01,ws,1
25627,0,729240000,2024-07-02,2025-06-30,1.0,36400.0,2024-06-01,ws,1
8352,3,729240001,2010-01-01,2018-05-02,1.0,124000.0,2018-04-01,bsl,0
8352,3,729240001,2018-05-02,2019-02-02,1.0,124000.0,2018-04-01,ws,1
8846,5,729240001,2019-02-02,2019-05-02,,105000.0,2019-01-01,ws,1
9670,0,729240001,2019-05-02,2019-11-02,1.0,86300.0,2019-04-01,ws,1
12183,0,729240001,2019-11-02,2020-05-02,1.0,87900.0,2019-10-01,ws,1
13451,9,729240001,2020-05-02,2025-06-30,,0.0,2020-04-01,aes,2
530,5,729250000,2010-01-01,2012-05-02,1.0,145000.0,2012-04-01,bdm,0
1807,0,729250000,2012-05-02,2014-05-02,1.0,145000.0,2012-04-01,ws,1
4383,0,729250000,2014-05-02,2016-05-02,1.0,142000.0,2014-04-01,ws,1
7050,0,729250000,2016-05-02,2018-05-02,1.0,134000.0,2016-04-01,ws,1
8353,9,729250000,2018-05-02,2025-06-30,,0.0,2018-04-01,aes,2
531,5,729280000,2010-01-01,2012-05-02,1.0,73700.0,2012-04-01,bdm,0
1808,0,729280000,2012-05-02,2014-05-02,1.0,73700.0,2012-04-01,ws,1
4384,0,729280000,2014-05-02,2016-05-02,1.0,70900.0,2014-04-01,ws,1
7051,0,729280000,2016-05-02,2018-05-02,1.0,68900.0,2016-04-01,ws,1
9671,0,729280000,2018-05-02,2019-11-02,1.0,66500.0,2018-04-01,ws,1
12184,0,729280000,2019-11-02,2020-05-02,1.0,67100.0,2019-10-01,ws,1
14863,0,729280000,2020-05-02,2022-05-02,1.0,66700.0,2020-04-01,ws,1
21557,0,729280000,2022-05-02,2024-07-02,1.0,66000.0,2022-04-01,ws,1
25628,0,729280000,2024-07-02,2025-06-30,1.0,63100.0,2024-06-01,ws,1
532,5,729360000,2010-01-01,2012-05-02,1.0,46400.0,2012-04-01,bdm,0
1809,0,729360000,2012-05-02,2014-05-02,1.0,46400.0,2012-04-01,ws,1
4385,0,729360000,2014-05-02,2016-05-02,1.0,44900.0,2014-04-01,ws,1
7052,0,729360000,2016-05-02,2018-05-02,1.0,44000.0,2016-04-01,ws,1
9672,0,729360000,2018-05-02,2019-11-02,1.0,41400.0,2018-04-01,ws,1
12185,0,729360000,2019-11-02,2020-05-02,1.0,39800.0,2019-10-01,ws,1
14864,0,729360000,2020-05-02,2022-05-02,1.0,39800.0,2020-04-01,ws,1
21558,0,729360000,2022-05-02,2024-07-02,1.0,37800.0,2022-04-01,ws,1
25629,0,729360000,2024-07-02,2025-06-30,1.0,36800.0,2024-06-01,ws,1
533,5,729380000,2010-01-01,2012-05-02,1.0,66500.0,2012-04-01,bdm,0
1810,0,729380000,2012-05-02,2014-05-02,1.0,66500.0,2012-04-01,ws,1
4386,0,729380000,2014-05-02,2016-05-02,1.0,68400.0,2014-04-01,ws,1
7053,0,729380000,2016-05-02,2018-05-02,1.0,65500.0,2016-04-01,ws,1
9673,0,729380000,2018-05-02,2019-11-02,1.0,62200.0,2018-04-01,ws,1
12186,0,729380000,2019-11-02,2020-05-02,1.0,62000.0,2019-10-01,ws,1
14865,0,729380000,2020-05-02,2022-05-02,1.0,61600.0,2020-04-01,ws,1
21559,0,729380000,2022-05-02,2024-07-02,1.0,61000.0,2022-04-01,ws,1
25630,0,729380000,2024-07-02,2025-06-30,1.0,60100.0,2024-06-01,ws,1
534,5,729400000,2010-01-01,2012-05-02,1.0,41400.0,2012-04-01,bdm,0
1811,0,729400000,2012-05-02,2014-05-02,1.0,41400.0,2012-04-01,ws,1
4387,0,729400000,2014-05-02,2016-05-02,1.0,40900.0,2014-04-01,ws,1
7054,0,729400000,2016-05-02,2018-05-02,1.0,39500.0,2016-04-01,ws,1
9674,0,729400000,2018-05-02,2019-11-02,1.0,37300.0,2018-04-01,ws,1
12187,0,729400000,2019-11-02,2020-05-02,1.0,37200.0,2019-10-01,ws,1
14866,0,729400000,2020-05-02,2022-05-02,1.0,36500.0,2020-04-01,ws,1
21560,0,729400000,2022-05-02,2024-07-02,1.0,36200.0,2022-04-01,ws,1
25631,0,729400000,2024-07-02,2025-06-30,1.0,35300.0,2024-06-01,ws,1
535,0,729430000,2010-01-01,2012-05-02,1.0,1580000.0,2012-04-01,bdm,0
1812,0,729430000,2012-05-02,2014-05-02,1.0,1580000.0,2012-04-01,ws,1
4388,0,729430000,2014-05-02,2016-05-02,1.0,1620000.0,2014-04-01,ws,1
7055,0,729430000,2016-05-02,2018-05-02,1.0,1620000.0,2016-04-01,ws,1
9675,0,729430000,2018-05-02,2019-11-02,1.0,1620000.0,2018-04-01,ws,1
12188,0,729430000,2019-11-02,2020-05-02,1.0,1650000.0,2019-10-01,ws,1
14867,0,729430000,2020-05-02,2022-05-02,1.0,1650000.0,2020-04-01,ws,1
21561,0,729430000,2022-05-02,2024-07-02,1.0,1650000.0,2022-04-01,ws,1
25632,0,729430000,2024-07-02,2025-06-30,1.0,1650000.0,2024-06-01,ws,1
536,0,729440000,2010-01-01,2012-05-02,1.0,1060000.0,2012-04-01,bdm,0
1813,0,729440000,2012-05-02,2014-05-02,1.0,1060000.0,2012-04-01,ws,1
3179,5,729440000,2014-05-02,2014-08-02,1.0,1060000.0,2014-04-01,ws,1
2322,5,729440000,2014-08-02,2015-02-02,,1060000.0,2014-07-01,ws,1
2360,5,729440000,2015-02-02,2015-05-02,,990000.0,2015-01-01,ws,1
4389,0,729440000,2015-05-02,2016-05-02,1.0,923000.0,2015-04-01,ws,1
7056,0,729440000,2016-05-02,2018-05-02,1.0,923000.0,2016-04-01,ws,1
9676,0,729440000,2018-05-02,2019-11-02,1.0,923000.0,2018-04-01,ws,1
12189,0,729440000,2019-11-02,2020-05-02,1.0,940000.0,2019-10-01,ws,1
14868,0,729440000,2020-05-02,2022-05-02,1.0,940000.0,2020-04-01,ws,1
21562,0,729440000,2022-05-02,2024-07-02,1.0,940000.0,2022-04-01,ws,1
25633,0,729440000,2024-07-02,2025-06-30,1.0,933000.0,2024-06-01,ws,1
537,0,729450000,2010-01-01,2012-05-02,1.0,64050.0,2012-04-01,bdm,0
1814,0,729450000,2012-05-02,2014-05-02,1.0,64050.0,2012-04-01,ws,1
4390,0,729450000,2014-05-02,2016-05-02,1.0,65770.0,2014-04-01,ws,1
7057,0,729450000,2016-05-02,2018-05-02,1.0,64110.0,2016-04-01,ws,1
9677,0,729450000,2018-05-02,2019-11-02,1.0,63890.0,2018-04-01,ws,1
12190,0,729450000,2019-11-02,2020-05-02,1.0,64790.0,2019-10-01,ws,1
14869,0,729450000,2020-05-02,2022-05-02,1.0,64460.0,2020-04-01,ws,1
21563,0,729450000,2022-05-02,2024-07-02,1.0,64460.0,2022-04-01,ws,1
25634,0,729450000,2024-07-02,2025-06-30,1.0,63670.0,2024-06-01,ws,1
538,5,729480000,2010-01-01,2012-05-02,1.0,4360.0,2012-04-01,bdm,0
1815,0,729480000,2012-05-02,2014-05-02,1.0,4360.0,2012-04-01,ws,1
4391,0,729480000,2014-05-02,2016-05-02,1.0,4340.0,2014-04-01,ws,1
7058,0,729480000,2016-05-02,2018-05-02,1.0,4180.0,2016-04-01,ws,1
9678,0,729480000,2018-05-02,2019-11-02,1.0,3960.0,2018-04-01,ws,1
12191,0,729480000,2019-11-02,2020-05-02,1.0,3920.0,2019-10-01,ws,1
14870,0,729480000,2020-05-02,2022-05-02,1.0,3910.0,2020-04-01,ws,1
21564,0,729480000,2022-05-02,2024-07-02,1.0,3800.0,2022-04-01,ws,1
25635,0,729480000,2024-07-02,2025-06-30,1.0,3690.0,2024-06-01,ws,1
539,0,729490000,2010-01-01,2012-05-02,1.0,7080.0,2012-04-01,bdm,0
1816,0,729490000,2012-05-02,2014-05-02,1.0,7080.0,2012-04-01,ws,1
4392,0,729490000,2014-05-02,2016-05-02,1.0,7280.0,2014-04-01,ws,1
7059,0,729490000,2016-05-02,2018-05-02,1.0,7070.0,2016-04-01,ws,1
9679,0,729490000,2018-05-02,2019-11-02,1.0,7070.0,2018-04-01,ws,1
12192,0,729490000,2019-11-02,2020-05-02,1.0,7200.0,2019-10-01,ws,1
14871,0,729490000,2020-05-02,2022-05-02,1.0,7200.0,2020-04-01,ws,1
21565,0,729490000,2022-05-02,2024-07-02,1.0,7200.0,2022-04-01,ws,1
25636,0,729490000,2024-07-02,2025-06-30,1.0,7200.0,2024-06-01,ws,1
540,0,729500000,2010-01-01,2012-05-02,1.0,4360.0,2012-04-01,bdm,0
1817,0,729500000,2012-05-02,2014-05-02,1.0,4360.0,2012-04-01,ws,1
4393,0,729500000,2014-05-02,2016-05-02,1.0,4420.0,2014-04-01,ws,1
7060,0,729500000,2016-05-02,2018-05-02,1.0,4420.0,2016-04-01,ws,1
9680,0,729500000,2018-05-02,2019-11-02,1.0,4420.0,2018-04-01,ws,1
12193,0,729500000,2019-11-02,2020-05-02,1.0,4500.0,2019-10-01,ws,1
14872,0,729500000,2020-05-02,2022-05-02,1.0,4370.0,2020-04-01,ws,1
21566,0,729500000,2022-05-02,2024-07-02,1.0,4370.0,2022-04-01,ws,1
25637,0,729500000,2024-07-02,2025-06-30,1.0,4370.0,2024-06-01,ws,1
541,0,729510000,2010-01-01,2012-05-02,1.0,32700.0,2012-04-01,bdm,0
1818,0,729510000,2012-05-02,2014-05-02,1.0,32700.0,2012-04-01,ws,1
4394,0,729510000,2014-05-02,2016-05-02,1.0,33600.0,2014-04-01,ws,1
7061,0,729510000,2016-05-02,2018-05-02,1.0,33600.0,2016-04-01,ws,1
9681,0,729510000,2018-05-02,2019-11-02,1.0,33600.0,2018-04-01,ws,1
12194,0,729510000,2019-11-02,2020-05-02,1.0,34200.0,2019-10-01,ws,1
14873,0,729510000,2020-05-02,2022-05-02,1.0,34200.0,2020-04-01,ws,1
21567,0,729510000,2022-05-02,2024-07-02,1.0,34200.0,2022-04-01,ws,1
25638,0,729510000,2024-07-02,2025-06-30,1.0,34200.0,2024-06-01,ws,1
542,0,729520000,2010-01-01,2012-05-02,1.0,24900.0,2012-04-01,bdm,0
1819,0,729520000,2012-05-02,2014-05-02,1.0,24900.0,2012-04-01,ws,1
4395,0,729520000,2014-05-02,2016-05-02,1.0,25200.0,2014-04-01,ws,1
7062,0,729520000,2016-05-02,2018-05-02,1.0,24200.0,2016-04-01,ws,1
9682,0,729520000,2018-05-02,2019-11-02,1.0,24200.0,2018-04-01,ws,1
12195,0,729520000,2019-11-02,2020-05-02,1.0,24600.0,2019-10-01,ws,1
14874,0,729520000,2020-05-02,2022-05-02,1.0,24600.0,2020-04-01,ws,1
21568,0,729520000,2022-05-02,2024-07-02,1.0,24600.0,2022-04-01,ws,1
25639,0,729520000,2024-07-02,2025-06-30,1.0,24600.0,2024-06-01,ws,1
543,5,729550000,2010-01-01,2012-05-02,1.0,2750000.0,2012-04-01,bdm,0
1820,0,729550000,2012-05-02,2014-05-02,1.0,2750000.0,2012-04-01,ws,1
4396,0,729550000,2014-05-02,2016-05-02,1.0,2820000.0,2014-04-01,ws,1
5781,9,729550000,2016-05-02,2025-06-30,,0.0,2016-04-01,aes,2
544,5,729560000,2010-01-01,2012-05-02,1.0,926000.0,2012-04-01,bdm,0
1821,0,729560000,2012-05-02,2014-05-02,1.0,926000.0,2012-04-01,ws,1
3187,5,729560000,2014-05-02,2015-02-02,1.0,928000.0,2014-04-01,ws,1
2361,5,729560000,2015-02-02,2015-05-02,,878000.0,2015-01-01,ws,1
4397,0,729560000,2015-05-02,2016-05-02,1.0,829000.0,2015-04-01,ws,1
7063,0,729560000,2016-05-02,2018-05-02,1.0,829000.0,2016-04-01,ws,1
8366,5,729560000,2018-05-02,2019-02-02,1.0,788000.0,2018-04-01,ws,1
8847,5,729560000,2019-02-02,2019-05-02,,705000.0,2019-01-01,ws,1
9683,0,729560000,2019-05-02,2019-11-02,1.0,622000.0,2019-04-01,ws,1
12196,0,729560000,2019-11-02,2020-05-02,1.0,634000.0,2019-10-01,ws,1
14875,0,729560000,2020-05-02,2022-05-02,1.0,633000.0,2020-04-01,ws,1
21569,0,729560000,2022-05-02,2024-07-02,1.0,612000.0,2022-04-01,ws,1
25640,0,729560000,2024-07-02,2025-06-30,1.0,538000.0,2024-06-01,ws,1
545,5,729570000,2010-01-01,2012-05-02,1.0,220000.0,2012-04-01,bdm,0
1822,0,729570000,2012-05-02,2014-05-02,1.0,220000.0,2012-04-01,ws,1
4398,0,729570000,2014-05-02,2016-05-02,1.0,226000.0,2014-04-01,ws,1
7064,0,729570000,2016-05-02,2018-05-02,1.0,200000.0,2016-04-01,ws,1
9684,0,729570000,2018-05-02,2019-11-02,1.0,198000.0,2018-04-01,ws,1
12197,0,729570000,2019-11-02,2020-05-02,1.0,202000.0,2019-10-01,ws,1
14876,0,729570000,2020-05-02,2022-05-02,1.0,202000.0,2020-04-01,ws,1
21570,0,729570000,2022-05-02,2024-07-02,1.0,199000.0,2022-04-01,ws,1
25641,0,729570000,2024-07-02,2025-06-30,1.0,199000.0,2024-06-01,ws,1
546,5,729610000,2010-01-01,2012-05-02,1.0,4680.0,2012-04-01,bdm,0
1823,0,729610000,2012-05-02,2014-05-02,1.0,4680.0,2012-04-01,ws,1
4399,0,729610000,2014-05-02,2016-05-02,1.0,4810.0,2014-04-01,ws,1
7065,0,729610000,2016-05-02,2018-05-02,1.0,4650.0,2016-04-01,ws,1
9685,0,729610000,2018-05-02,2019-11-02,1.0,4610.0,2018-04-01,ws,1
12198,0,729610000,2019-11-02,2020-05-02,1.0,4620.0,2019-10-01,ws,1
14877,0,729610000,2020-05-02,2022-05-02,1.0,4620.0,2020-04-01,ws,1
21571,0,729610000,2022-05-02,2024-07-02,1.0,4620.0,2022-04-01,ws,1
25642,0,729610000,2024-07-02,2025-06-30,1.0,4620.0,2024-06-01,ws,1
547,5,729620000,2010-01-01,2012-05-02,1.0,7390.0,2012-04-01,bdm,0
1824,0,729620000,2012-05-02,2014-05-02,1.0,7390.0,2012-04-01,ws,1
4400,0,729620000,2014-05-02,2016-05-02,1.0,7250.0,2014-04-01,ws,1
7066,0,729620000,2016-05-02,2018-05-02,1.0,7000.0,2016-04-01,ws,1
9686,0,729620000,2018-05-02,2019-11-02,1.0,6780.0,2018-04-01,ws,1
12199,0,729620000,2019-11-02,2020-05-02,1.0,6800.0,2019-10-01,ws,1
14878,0,729620000,2020-05-02,2022-05-02,1.0,6770.0,2020-04-01,ws,1
21572,0,729620000,2022-05-02,2024-07-02,1.0,6770.0,2022-04-01,ws,1
25643,0,729620000,2024-07-02,2025-06-30,1.0,6770.0,2024-06-01,ws,1
548,0,729630000,2010-01-01,2012-05-02,1.0,8250.0,2012-04-01,bdm,0
1825,0,729630000,2012-05-02,2014-05-02,1.0,8250.0,2012-04-01,ws,1
4401,0,729630000,2014-05-02,2016-05-02,1.0,8480.0,2014-04-01,ws,1
7067,0,729630000,2016-05-02,2018-05-02,1.0,8480.0,2016-04-01,ws,1
9687,0,729630000,2018-05-02,2019-11-02,1.0,8480.0,2018-04-01,ws,1
12200,0,729630000,2019-11-02,2020-05-02,1.0,8640.0,2019-10-01,ws,1
14879,0,729630000,2020-05-02,2022-05-02,1.0,8640.0,2020-04-01,ws,1
21573,0,729630000,2022-05-02,2024-07-02,1.0,8640.0,2022-04-01,ws,1
25644,0,729630000,2024-07-02,2025-06-30,1.0,8640.0,2024-06-01,ws,1
549,5,729640000,2010-01-01,2012-05-02,1.0,8870.0,2012-04-01,bdm,0
1826,0,729640000,2012-05-02,2014-05-02,1.0,8870.0,2012-04-01,ws,1
4402,0,729640000,2014-05-02,2016-05-02,1.0,8750.0,2014-04-01,ws,1
7068,0,729640000,2016-05-02,2018-05-02,1.0,8470.0,2016-04-01,ws,1
9688,0,729640000,2018-05-02,2019-11-02,1.0,8280.0,2018-04-01,ws,1
12201,0,729640000,2019-11-02,2020-05-02,1.0,8190.0,2019-10-01,ws,1
14880,0,729640000,2020-05-02,2022-05-02,1.0,8190.0,2020-04-01,ws,1
21574,0,729640000,2022-05-02,2024-07-02,1.0,8190.0,2022-04-01,ws,1
25645,0,729640000,2024-07-02,2025-06-30,1.0,8190.0,2024-06-01,ws,1
550,5,729650000,2010-01-01,2012-05-02,1.0,4200.0,2012-04-01,bdm,0
1827,0,729650000,2012-05-02,2014-05-02,1.0,4200.0,2012-04-01,ws,1
4403,0,729650000,2014-05-02,2016-05-02,1.0,4180.0,2014-04-01,ws,1
7069,0,729650000,2016-05-02,2018-05-02,1.0,4050.0,2016-04-01,ws,1
9689,0,729650000,2018-05-02,2019-11-02,1.0,3950.0,2018-04-01,ws,1
12202,0,729650000,2019-11-02,2020-05-02,1.0,3950.0,2019-10-01,ws,1
14881,0,729650000,2020-05-02,2022-05-02,1.0,3950.0,2020-04-01,ws,1
21575,0,729650000,2022-05-02,2024-07-02,1.0,3950.0,2022-04-01,ws,1
25646,0,729650000,2024-07-02,2025-06-30,1.0,3950.0,2024-06-01,ws,1
551,5,729660000,2010-01-01,2012-05-02,1.0,6770.0,2012-04-01,bdm,0
1828,0,729660000,2012-05-02,2014-05-02,1.0,6770.0,2012-04-01,ws,1
4404,0,729660000,2014-05-02,2016-05-02,1.0,6650.0,2014-04-01,ws,1
7070,0,729660000,2016-05-02,2018-05-02,1.0,6300.0,2016-04-01,ws,1
9690,0,729660000,2018-05-02,2019-11-02,1.0,6150.0,2018-04-01,ws,1
12203,0,729660000,2019-11-02,2020-05-02,1.0,6200.0,2019-10-01,ws,1
14882,0,729660000,2020-05-02,2022-05-02,1.0,6120.0,2020-04-01,ws,1
21576,0,729660000,2022-05-02,2024-07-02,1.0,6120.0,2022-04-01,ws,1
